snapshot_id,snapshot_date,product_id,store_id,stock_on_hand,stock_reserved,stock_available,reorder_point,days_of_cover,stock_status,scenario_phase
885,2025-07-11,115,6,146,19,127,135,50,Low Stock,Current
886,2025-06-04,30,6,279,26,253,59,30,Healthy,Future
887,2024-11-17,52,1,32,40,0,120,4,Stockout,Current
888,2024-06-12,94,1,333,84,249,81,43,Healthy,Future
889,2025-05-29,81,6,5,36,0,98,48,Stockout,Current
890,2025-05-16,40,6,254,68,186,82,23,Healthy,Future
891,2024-10-29,11,6,215,89,126,94,0,Healthy,Current
892,2025-05-21,76,2,94,85,9,49,24,Low Stock,Future
893,2025-12-18,47,3,95,68,27,100,0,Low Stock,Current
894,2025-07-21,66,6,178,77,101,79,24,Healthy,Current
895,2024-09-30,36,1,45,38,7,107,27,Low Stock,Current
896,2024-01-01,113,6,258,40,218,85,5,Healthy,Future
897,2024-11-26,102,2,108,26,82,79,0,Healthy,Future
898,2024-09-03,120,5,95,87,8,85,2,Low Stock,Future
899,2024-12-22,103,2,127,89,38,114,2,Low Stock,Future
900,2025-01-26,108,6,109,19,90,98,19,Low Stock,Current
901,2024-03-18,11,2,52,69,0,41,39,Stockout,Future
902,2024-12-21,46,6,45,88,0,51,5,Stockout,Current
903,2025-01-14,81,6,181,24,157,117,0,Healthy,Future
904,2024-05-09,82,4,243,55,188,109,5,Healthy,Current
905,2024-10-23,76,1,4,7,0,138,13,Stockout,Current
906,2024-09-25,24,6,179,89,90,130,0,Low Stock,Current
907,2024-08-10,111,6,8,70,0,99,32,Stockout,Current
908,2024-02-20,32,1,336,21,315,103,22,Healthy,Future
909,2024-11-10,81,1,167,77,90,116,30,Low Stock,Future
910,2025-10-25,12,3,87,26,61,123,24,Low Stock,Current
911,2025-07-24,28,6,149,84,65,104,26,Low Stock,Future
912,2025-10-12,28,4,0,72,0,116,45,Stockout,Current
913,2024-04-08,106,5,226,40,186,111,20,Healthy,Current
914,2025-08-07,106,6,99,79,20,76,8,Low Stock,Current
915,2024-07-26,110,6,113,53,60,130,49,Low Stock,Future
916,2025-02-12,113,6,43,49,0,123,18,Stockout,Current
917,2024-01-21,74,6,206,21,185,87,4,Healthy,Current
918,2025-12-13,31,6,227,72,155,100,12,Healthy,Current
919,2025-04-29,22,2,292,52,240,131,9,Healthy,Future
920,2025-03-21,94,6,191,21,170,68,0,Healthy,Current
921,2024-11-07,78,6,46,19,27,111,37,Low Stock,Future
922,2024-11-15,31,2,150,54,96,54,6,Healthy,Current
923,2024-08-05,36,6,126,44,82,85,8,Low Stock,Current
924,2025-06-18,36,1,28,78,0,42,44,Stockout,Current
925,2025-01-24,21,6,41,66,0,95,34,Stockout,Current
926,2025-10-18,13,3,343,8,335,125,12,Healthy,Future
927,2025-06-01,90,1,114,53,61,105,39,Low Stock,Current
928,2024-09-02,70,6,352,54,298,56,4,Healthy,Future
929,2025-01-11,61,3,112,21,91,43,22,Healthy,Current
930,2025-05-22,92,4,106,53,53,55,39,Low Stock,Current
931,2024-11-14,43,4,152,25,127,103,14,Healthy,Current
932,2024-01-12,58,6,175,52,123,109,44,Healthy,Future
933,2025-11-06,64,3,85,63,22,92,35,Low Stock,Current
934,2025-11-12,89,1,133,69,64,119,9,Low Stock,Future
935,2025-10-22,26,6,205,29,176,126,35,Healthy,Future
936,2025-02-06,42,6,90,32,58,109,49,Low Stock,Current
937,2025-11-12,77,4,33,80,0,119,18,Stockout,Current
938,2024-11-10,89,6,222,39,183,81,3,Healthy,Future
939,2025-08-01,44,3,253,4,249,51,0,Healthy,Future
940,2024-12-09,90,1,190,14,176,41,48,Healthy,Future
941,2024-02-07,43,5,95,81,14,69,25,Low Stock,Current
942,2024-04-12,33,2,47,31,16,64,16,Low Stock,Future
943,2025-05-09,101,6,115,44,71,68,28,Healthy,Current
944,2024-05-08,58,6,149,52,97,62,46,Healthy,Current
945,2025-01-11,108,2,45,9,36,69,34,Low Stock,Current
946,2024-11-08,49,2,195,8,187,112,2,Healthy,Current
947,2025-05-02,35,1,145,41,104,137,22,Low Stock,Future
948,2025-10-26,108,3,136,66,70,48,31,Healthy,Current
949,2025-02-14,114,6,129,25,104,52,50,Healthy,Current
950,2025-08-18,21,3,206,56,150,112,47,Healthy,Current
951,2025-05-30,119,2,77,74,3,102,36,Low Stock,Future
952,2025-09-24,114,4,234,28,206,54,47,Healthy,Future
953,2024-01-23,22,6,0,3,0,110,6,Stockout,Current
954,2025-02-15,98,2,50,81,0,105,20,Stockout,Future
955,2025-12-01,76,6,183,22,161,74,34,Healthy,Future
956,2024-04-21,50,6,79,75,4,79,12,Low Stock,Future
957,2024-06-30,26,2,78,69,9,63,49,Low Stock,Current
958,2024-02-14,118,1,115,0,115,60,37,Healthy,Current
959,2024-09-07,67,6,122,19,103,90,8,Healthy,Future
960,2025-10-26,108,3,347,24,323,61,35,Healthy,Future
961,2024-10-06,41,2,305,59,246,52,8,Healthy,Future
962,2025-08-02,61,6,45,19,26,59,48,Low Stock,Future
963,2025-12-21,87,6,276,5,271,88,14,Healthy,Future
964,2025-07-16,31,6,139,17,122,91,29,Healthy,Future
965,2025-05-24,88,5,217,2,215,112,33,Healthy,Future
966,2024-06-09,5,2,332,11,321,41,13,Healthy,Future
967,2025-11-29,57,6,134,74,60,120,0,Low Stock,Current
968,2025-02-02,59,2,154,60,94,106,48,Low Stock,Future
969,2024-04-21,115,1,266,27,239,97,18,Healthy,Future
970,2024-07-20,90,3,129,55,74,119,28,Low Stock,Current
971,2024-07-03,64,6,164,61,103,91,19,Healthy,Current
972,2024-02-02,49,1,192,83,109,124,8,Low Stock,Future
973,2025-12-04,10,4,25,74,0,92,22,Stockout,Current
974,2025-03-19,116,3,83,52,31,116,24,Low Stock,Current
975,2024-09-09,5,2,90,12,78,72,36,Healthy,Current
976,2024-07-30,50,2,45,55,0,128,3,Stockout,Future
977,2024-01-19,54,2,17,73,0,42,42,Stockout,Current
978,2025-10-05,7,6,243,19,224,40,46,Healthy,Current
979,2024-12-12,79,1,212,76,136,54,34,Healthy,Future
980,2024-03-18,31,6,130,77,53,40,33,Healthy,Current
981,2024-11-15,40,2,112,13,99,96,6,Healthy,Current
982,2024-02-23,61,6,44,67,0,49,28,Stockout,Future
983,2025-08-28,20,2,102,11,91,121,28,Low Stock,Current
984,2025-07-04,69,5,131,15,116,126,15,Low Stock,Future
985,2024-04-02,71,6,175,15,160,138,1,Healthy,Current
986,2024-05-27,83,2,209,25,184,106,4,Healthy,Future
987,2024-04-27,79,6,32,5,27,117,49,Low Stock,Current
988,2025-06-05,90,6,227,67,160,122,23,Healthy,Future
989,2024-06-21,5,6,53,87,0,89,33,Stockout,Current
990,2025-09-15,92,6,303,1,302,66,18,Healthy,Future
991,2024-02-23,47,1,92,88,4,98,50,Low Stock,Current
992,2024-09-19,56,6,99,57,42,76,14,Low Stock,Current
993,2025-02-19,88,6,174,50,124,70,50,Healthy,Current
994,2024-05-04,113,6,29,4,25,115,41,Low Stock,Current
995,2025-12-02,22,1,64,21,43,47,16,Low Stock,Current
996,2025-02-23,27,1,225,4,221,81,20,Healthy,Current
997,2024-10-12,20,6,91,82,9,40,21,Low Stock,Future
998,2025-11-22,81,6,40,10,30,116,31,Low Stock,Current
999,2025-10-09,45,3,139,59,80,138,18,Low Stock,Current
1000,2024-02-13,35,6,110,39,71,64,15,Healthy,Current
1001,2025-04-23,1,6,167,6,161,138,28,Healthy,Future
1002,2024-05-15,100,3,19,83,0,98,29,Stockout,Current
1003,2025-10-17,69,4,321,70,251,42,36,Healthy,Future
1004,2025-01-12,33,3,257,67,190,134,24,Healthy,Future
1005,2024-02-11,17,6,141,32,109,117,42,Low Stock,Current
1006,2024-04-28,102,1,13,28,0,45,27,Stockout,Current
1007,2024-08-01,3,3,165,31,134,93,8,Healthy,Current
1008,2025-01-01,48,1,103,57,46,137,36,Low Stock,Current
1009,2024-10-27,111,5,90,73,17,103,25,Low Stock,Current
1010,2025-03-21,31,1,183,3,180,138,13,Healthy,Current
1011,2025-05-01,45,1,69,33,36,117,4,Low Stock,Future
1012,2024-01-17,59,6,49,15,34,119,45,Low Stock,Current
1013,2025-07-12,64,6,172,69,103,47,5,Healthy,Current
1014,2024-05-19,31,6,202,79,123,92,31,Healthy,Current
1015,2025-01-30,32,6,34,45,0,58,4,Stockout,Current
1016,2024-11-18,111,6,239,67,172,51,27,Healthy,Future
1017,2024-10-11,81,1,89,5,84,94,9,Low Stock,Current
1018,2025-04-15,39,6,185,25,160,114,10,Healthy,Current
1019,2025-07-21,19,4,129,66,63,130,22,Low Stock,Current
1020,2024-03-14,63,6,107,8,99,102,22,Low Stock,Current
1021,2024-05-31,33,4,13,88,0,93,7,Stockout,Current
1022,2024-02-19,102,1,148,42,106,43,2,Healthy,Future
1023,2024-11-28,81,4,53,68,0,140,27,Stockout,Current
1024,2025-03-05,33,6,172,85,87,109,39,Low Stock,Current
1025,2025-01-09,74,2,346,81,265,101,19,Healthy,Future
1026,2024-05-02,73,5,16,36,0,78,17,Stockout,Current
1027,2024-04-24,92,6,16,66,0,69,46,Stockout,Current
1028,2025-06-17,70,4,59,25,34,74,6,Low Stock,Current
1029,2024-02-01,110,5,69,16,53,80,3,Low Stock,Current
1030,2024-09-20,115,3,42,88,0,71,33,Stockout,Current
1031,2024-01-09,48,1,110,32,78,76,48,Healthy,Current
1032,2024-12-28,118,6,274,36,238,100,49,Healthy,Future
1033,2024-03-02,91,2,260,4,256,57,19,Healthy,Future
1034,2024-02-17,78,1,125,20,105,110,4,Low Stock,Current
1035,2024-08-09,6,1,0,37,0,44,9,Stockout,Current
1036,2024-12-23,60,3,72,26,46,112,42,Low Stock,Current
1037,2024-03-03,32,6,125,71,54,62,21,Low Stock,Current
1038,2024-06-06,15,1,343,5,338,42,44,Healthy,Future
1039,2025-05-05,80,6,75,30,45,43,0,Healthy,Future
1040,2024-01-28,20,1,65,50,15,76,45,Low Stock,Future
1041,2025-01-18,87,2,108,31,77,75,16,Healthy,Current
1042,2024-09-28,41,5,117,36,81,134,16,Low Stock,Future
1043,2025-04-16,46,5,6,21,0,124,44,Stockout,Current
1044,2025-02-10,82,2,120,61,59,47,6,Healthy,Current
1045,2025-02-04,7,2,260,86,174,85,25,Healthy,Future
1046,2024-05-31,9,3,88,41,47,131,18,Low Stock,Future
1047,2024-12-16,31,6,207,52,155,87,25,Healthy,Future
1048,2024-12-27,89,6,284,80,204,93,12,Healthy,Future
1049,2025-01-30,22,5,164,64,100,133,35,Low Stock,Current
1050,2025-07-03,64,3,16,84,0,44,26,Stockout,Current
1051,2024-03-19,120,3,6,28,0,70,9,Stockout,Current
1052,2024-11-10,15,4,258,69,189,138,13,Healthy,Future
1053,2024-10-15,11,6,6,89,0,55,7,Stockout,Current
1054,2024-04-16,84,6,154,61,93,126,30,Low Stock,Future
1055,2024-05-11,39,1,105,47,58,82,14,Low Stock,Current
1056,2025-10-25,18,2,47,81,0,52,13,Stockout,Current
1057,2024-04-25,60,5,178,60,118,109,41,Healthy,Current
1058,2025-08-13,57,1,163,87,76,109,21,Low Stock,Current
1059,2024-05-22,75,6,163,50,113,58,10,Healthy,Current
1060,2025-10-06,116,3,121,75,46,55,10,Low Stock,Current
1061,2024-07-23,41,3,357,85,272,120,23,Healthy,Future
1062,2025-11-07,9,3,41,86,0,115,25,Stockout,Current
1063,2025-10-19,30,6,27,18,9,82,17,Low Stock,Current
1064,2024-05-03,103,2,41,17,24,78,27,Low Stock,Current
1065,2024-04-22,88,1,156,74,82,130,0,Low Stock,Current
1066,2024-11-29,51,2,234,61,173,91,37,Healthy,Future
1067,2024-10-12,36,6,31,56,0,66,9,Stockout,Current
1068,2024-04-05,61,6,49,55,0,76,15,Stockout,Current
1069,2024-07-20,39,4,226,44,182,40,44,Healthy,Current
1070,2025-01-30,34,6,91,36,55,127,26,Low Stock,Current
1071,2024-09-23,118,3,321,15,306,93,21,Healthy,Future
1072,2025-07-14,24,4,226,13,213,108,8,Healthy,Current
1073,2025-04-30,93,6,104,87,17,101,49,Low Stock,Current
1074,2025-09-01,9,1,138,77,61,72,38,Low Stock,Current
1075,2025-11-07,27,1,110,68,42,111,5,Low Stock,Current
1076,2024-12-12,36,3,315,17,298,119,14,Healthy,Future
1077,2025-02-21,44,3,143,7,136,98,6,Healthy,Current
1078,2025-08-30,69,6,21,12,9,81,36,Low Stock,Current
1079,2025-10-02,113,1,22,81,0,107,29,Stockout,Current
1080,2025-12-30,5,5,209,86,123,80,19,Healthy,Future
1081,2024-03-20,107,1,66,44,22,78,26,Low Stock,Future
1082,2025-04-26,17,6,250,15,235,104,2,Healthy,Future
1083,2025-07-24,37,4,61,52,9,136,37,Low Stock,Future
1084,2024-05-29,119,1,175,89,86,117,21,Low Stock,Current
1085,2024-11-25,31,6,14,22,0,125,23,Stockout,Current
1086,2024-01-09,1,6,211,57,154,96,41,Healthy,Future
1087,2024-09-11,64,2,219,89,130,70,47,Healthy,Future
1088,2025-05-09,83,6,183,46,137,47,50,Healthy,Current
1089,2025-06-05,21,2,55,82,0,102,49,Stockout,Current
1090,2025-06-18,119,6,226,22,204,130,29,Healthy,Current
1091,2024-08-20,92,6,194,52,142,56,6,Healthy,Future
1092,2025-06-16,83,6,45,79,0,91,39,Stockout,Current
1093,2024-07-19,48,2,49,60,0,112,30,Stockout,Current
1094,2025-08-04,94,4,141,84,57,99,7,Low Stock,Current
1095,2024-12-29,72,5,165,55,110,112,37,Low Stock,Current
1096,2025-06-07,85,1,10,18,0,79,1,Stockout,Current
1097,2024-01-27,72,3,151,38,113,100,47,Healthy,Future
1098,2025-07-04,107,6,39,31,8,95,17,Low Stock,Current
1099,2024-09-21,17,6,126,9,117,120,9,Low Stock,Future
1100,2025-09-24,119,1,24,25,0,123,7,Stockout,Current
1101,2025-10-13,83,6,33,31,2,83,20,Low Stock,Current
1102,2025-09-04,109,2,153,22,131,96,37,Healthy,Current
1103,2024-11-09,102,3,52,47,5,74,27,Low Stock,Current
1104,2024-06-07,104,6,52,55,0,139,36,Stockout,Current
1105,2024-01-30,29,6,172,61,111,74,4,Healthy,Current
1106,2024-04-28,27,6,161,17,144,108,40,Healthy,Future
1107,2025-03-03,11,2,17,33,0,100,11,Stockout,Current
1108,2024-09-24,73,1,228,53,175,50,43,Healthy,Current
1109,2025-10-28,48,2,162,14,148,85,48,Healthy,Future
1110,2025-08-27,5,6,343,74,269,88,0,Healthy,Future
1111,2024-12-27,50,2,3,67,0,118,0,Stockout,Current
1112,2025-08-19,22,3,204,14,190,124,14,Healthy,Current
1113,2025-04-05,120,1,52,86,0,72,38,Stockout,Current
1114,2025-02-03,46,5,248,68,180,136,21,Healthy,Current
1115,2024-05-27,108,5,108,52,56,44,42,Healthy,Current
1116,2024-02-13,114,6,105,61,44,93,48,Low Stock,Current
1117,2024-12-08,111,2,128,63,65,62,18,Healthy,Future
1118,2024-05-30,46,6,63,42,21,92,27,Low Stock,Future
1119,2025-09-07,39,3,246,5,241,128,29,Healthy,Future
1120,2024-03-21,42,5,118,54,64,62,4,Healthy,Current
1121,2025-02-21,60,6,221,25,196,82,9,Healthy,Future
1122,2025-03-15,81,6,105,69,36,119,39,Low Stock,Current
1123,2025-01-18,100,6,326,33,293,79,12,Healthy,Future
1124,2024-06-06,13,6,121,26,95,102,39,Low Stock,Future
1125,2024-12-06,60,3,242,15,227,40,29,Healthy,Future
1126,2025-07-07,118,6,10,31,0,115,21,Stockout,Current
1127,2024-05-17,118,6,67,88,0,52,8,Stockout,Current
1128,2024-12-03,100,3,71,73,0,78,48,Stockout,Current
1129,2025-04-20,102,6,83,41,42,46,12,Low Stock,Current
1130,2025-06-21,7,6,78,52,26,135,9,Low Stock,Current
1131,2024-09-22,86,6,188,61,127,81,49,Healthy,Future
1132,2024-07-20,67,1,66,37,29,67,12,Low Stock,Current
1133,2025-04-16,45,3,204,60,144,42,41,Healthy,Future
1134,2025-03-23,4,2,104,7,97,70,1,Healthy,Current
1135,2025-10-27,49,6,321,50,271,65,0,Healthy,Future
1136,2025-11-07,40,6,196,16,180,49,1,Healthy,Future
1137,2024-04-08,6,6,69,31,38,124,12,Low Stock,Current
1138,2024-04-13,6,6,51,81,0,63,39,Stockout,Current
1139,2025-10-16,113,3,46,36,10,84,19,Low Stock,Current
1140,2024-09-17,99,6,227,0,227,91,17,Healthy,Current
1141,2024-08-01,25,6,87,57,30,122,10,Low Stock,Current
1142,2025-11-05,114,2,113,24,89,44,21,Healthy,Current
1143,2025-09-06,109,6,129,82,47,60,28,Low Stock,Current
1144,2024-01-26,113,4,71,87,0,96,9,Stockout,Current
1145,2025-12-22,27,3,193,57,136,84,37,Healthy,Current
1146,2024-05-12,63,6,148,35,113,66,10,Healthy,Future
1147,2025-01-02,13,5,136,79,57,88,40,Low Stock,Current
1148,2025-08-29,65,3,199,3,196,56,16,Healthy,Current
1149,2025-04-09,104,1,39,42,0,101,24,Stockout,Current
1150,2024-12-28,72,1,212,19,193,81,5,Healthy,Future
1151,2024-04-12,104,2,26,48,0,93,9,Stockout,Current
1152,2024-10-06,43,6,114,63,51,73,17,Low Stock,Current
1153,2025-02-27,49,6,30,16,14,89,16,Low Stock,Current
1154,2025-07-12,67,5,219,70,149,87,44,Healthy,Current
1155,2025-04-18,2,6,146,58,88,114,35,Low Stock,Current
1156,2024-10-17,75,2,121,15,106,136,34,Low Stock,Current
1157,2025-01-21,37,1,130,70,60,90,24,Low Stock,Current
1158,2025-08-28,43,6,84,51,33,83,13,Low Stock,Current
1159,2024-06-24,62,6,323,50,273,63,18,Healthy,Future
1160,2025-10-01,38,1,173,15,158,110,29,Healthy,Current
1161,2024-11-08,103,1,92,38,54,68,0,Low Stock,Future
1162,2024-07-07,72,3,133,77,56,134,50,Low Stock,Current
1163,2025-03-27,16,3,107,82,25,119,44,Low Stock,Current
1164,2025-06-13,58,1,20,90,0,117,36,Stockout,Current
1165,2025-10-29,26,6,177,72,105,58,49,Healthy,Current
1166,2025-07-13,90,1,269,3,266,119,26,Healthy,Future
1167,2025-11-07,29,6,2,3,0,104,25,Stockout,Current
1168,2024-02-07,103,1,69,55,14,66,49,Low Stock,Future
1169,2024-07-08,21,3,216,66,150,125,45,Healthy,Current
1170,2025-11-04,23,1,210,26,184,49,33,Healthy,Current
1171,2024-11-14,20,6,100,33,67,99,4,Low Stock,Current
1172,2025-01-20,54,1,57,33,24,72,30,Low Stock,Current
1173,2025-04-06,4,1,98,39,59,108,10,Low Stock,Future
1174,2024-11-11,93,6,74,30,44,73,5,Low Stock,Current
1175,2024-08-12,40,6,196,30,166,79,5,Healthy,Future
1176,2024-06-30,88,3,65,71,0,63,9,Stockout,Future
1177,2024-08-14,107,6,62,7,55,91,11,Low Stock,Current
1178,2025-09-27,101,6,10,44,0,137,16,Stockout,Current
1179,2024-08-26,24,1,37,22,15,110,26,Low Stock,Current
1180,2024-05-21,118,2,47,20,27,135,35,Low Stock,Future
1181,2024-01-22,25,1,252,24,228,107,16,Healthy,Future
1182,2024-05-08,108,1,12,43,0,116,33,Stockout,Current
1183,2025-12-10,99,1,242,90,152,95,9,Healthy,Current
1184,2025-01-31,24,5,40,79,0,66,3,Stockout,Current
1185,2025-01-22,29,4,92,50,42,68,27,Low Stock,Current
1186,2025-03-02,57,6,136,3,133,79,28,Healthy,Current
1187,2024-04-22,45,1,125,28,97,120,19,Low Stock,Current
1188,2024-03-08,86,2,170,86,84,45,14,Healthy,Current
1189,2024-09-20,8,4,32,74,0,96,24,Stockout,Current
1190,2025-11-11,9,6,173,24,149,91,26,Healthy,Future
1191,2024-07-26,62,6,97,36,61,48,25,Healthy,Current
1192,2024-08-21,67,6,284,64,220,113,23,Healthy,Future
1193,2025-10-11,100,4,94,32,62,80,40,Low Stock,Future
1194,2025-09-28,50,6,336,54,282,106,40,Healthy,Future
1195,2024-08-06,90,1,111,1,110,113,7,Low Stock,Current
1196,2025-02-23,5,6,358,29,329,109,5,Healthy,Future
1197,2024-06-23,106,6,261,3,258,55,27,Healthy,Future
1198,2025-02-07,59,6,186,20,166,67,20,Healthy,Future
1199,2024-01-06,63,6,48,18,30,42,21,Low Stock,Current
1200,2025-06-05,111,2,270,50,220,59,22,Healthy,Future
1201,2025-06-30,8,6,252,78,174,58,16,Healthy,Future
1202,2025-07-19,16,4,256,49,207,137,5,Healthy,Future
1203,2025-03-25,58,5,164,75,89,61,45,Healthy,Current
1204,2024-12-22,60,5,282,18,264,66,35,Healthy,Future
1205,2024-09-21,30,6,60,85,0,109,2,Stockout,Current
1206,2024-01-25,91,1,46,74,0,52,19,Stockout,Current
1207,2025-08-07,18,6,244,71,173,129,43,Healthy,Current
1208,2025-06-09,118,6,2,65,0,110,13,Stockout,Current
1209,2024-02-10,92,3,20,73,0,110,11,Stockout,Current
1210,2025-01-06,107,6,16,19,0,95,22,Stockout,Current
1211,2024-01-30,30,2,193,0,193,58,24,Healthy,Current
1212,2024-01-14,39,3,46,65,0,93,26,Stockout,Future
1213,2024-01-07,47,5,211,18,193,96,33,Healthy,Current
1214,2025-11-09,47,6,131,21,110,118,41,Low Stock,Current
1215,2025-12-10,50,3,244,12,232,51,30,Healthy,Future
1216,2024-08-27,120,1,153,44,109,92,47,Healthy,Current
1217,2024-04-13,102,6,217,73,144,103,13,Healthy,Future
1218,2025-12-28,90,1,188,36,152,87,13,Healthy,Future
1219,2025-03-02,107,6,168,17,151,119,10,Healthy,Current
1220,2025-11-29,83,3,71,58,13,83,45,Low Stock,Current
1221,2025-11-05,114,3,95,89,6,77,5,Low Stock,Current
1222,2025-11-14,100,6,75,34,41,41,36,Healthy,Current
1223,2025-07-22,91,6,6,1,5,97,7,Low Stock,Current
1224,2025-01-18,1,6,226,81,145,73,46,Healthy,Current
1225,2024-09-18,81,6,190,73,117,63,44,Healthy,Current
1226,2025-09-30,100,5,160,63,97,71,10,Healthy,Current
1227,2025-01-01,32,6,226,28,198,108,47,Healthy,Future
1228,2025-06-03,14,3,282,24,258,112,37,Healthy,Future
1229,2025-06-17,37,4,112,39,73,53,19,Healthy,Current
1230,2025-02-09,87,4,63,61,2,60,26,Low Stock,Current
1231,2024-02-02,30,4,98,20,78,77,49,Healthy,Current
1232,2025-01-04,33,4,135,82,53,121,22,Low Stock,Future
1233,2025-09-14,97,2,59,79,0,76,10,Stockout,Future
1234,2024-12-16,86,3,12,68,0,132,21,Stockout,Current
1235,2024-03-29,70,3,15,60,0,118,46,Stockout,Current
1236,2025-02-01,36,4,304,11,293,82,22,Healthy,Future
1237,2025-03-16,111,6,103,75,28,98,23,Low Stock,Current
1238,2024-06-25,62,5,306,38,268,134,5,Healthy,Future
1239,2025-05-24,102,6,161,17,144,137,6,Healthy,Future
1240,2024-06-22,3,6,85,10,75,99,50,Low Stock,Current
1241,2024-08-01,81,6,64,15,49,111,18,Low Stock,Current
1242,2024-01-17,83,3,103,72,31,92,41,Low Stock,Current
1243,2025-08-29,11,6,61,4,57,134,32,Low Stock,Current
1244,2025-08-01,67,3,201,61,140,91,15,Healthy,Future
1245,2025-12-20,67,1,73,46,27,126,9,Low Stock,Current
1246,2025-01-26,113,1,22,36,0,104,33,Stockout,Current
1247,2025-05-24,9,1,8,46,0,42,47,Stockout,Current
1248,2025-03-20,59,1,227,56,171,86,21,Healthy,Future
1249,2025-09-24,110,3,329,55,274,65,27,Healthy,Future
1250,2025-04-08,88,6,238,46,192,128,12,Healthy,Current
1251,2024-09-03,47,6,85,53,32,66,26,Low Stock,Future
1252,2025-02-16,103,3,200,8,192,62,28,Healthy,Future
1253,2025-02-10,49,1,100,60,40,96,6,Low Stock,Current
1254,2024-02-20,58,6,64,63,1,47,25,Low Stock,Current
1255,2024-04-22,111,4,177,62,115,135,46,Low Stock,Future
1256,2025-01-15,52,6,157,86,71,46,27,Healthy,Future
1257,2025-03-21,68,6,96,63,33,125,43,Low Stock,Future
1258,2024-02-11,9,1,312,1,311,132,17,Healthy,Future
1259,2024-01-15,84,4,14,2,12,60,44,Low Stock,Current
1260,2025-01-23,26,4,295,45,250,106,22,Healthy,Future
1261,2024-10-29,17,3,199,65,134,96,10,Healthy,Current
1262,2024-09-25,4,6,141,58,83,86,18,Low Stock,Future
1263,2024-06-06,32,2,52,4,48,133,44,Low Stock,Current
1264,2024-09-18,57,6,312,21,291,48,26,Healthy,Future
1265,2025-02-23,18,1,40,77,0,115,13,Stockout,Current
1266,2024-10-11,71,3,112,67,45,105,33,Low Stock,Future
1267,2024-10-31,23,6,149,43,106,66,27,Healthy,Current
1268,2025-10-25,39,3,334,1,333,70,41,Healthy,Future
1269,2024-09-22,87,6,9,73,0,50,15,Stockout,Current
1270,2024-05-23,96,4,101,50,51,68,17,Low Stock,Future
1271,2025-03-30,119,6,199,35,164,90,6,Healthy,Current
1272,2025-06-17,108,5,298,28,270,42,33,Healthy,Future
1273,2025-04-16,120,6,113,71,42,79,8,Low Stock,Future
1274,2024-04-19,60,2,26,85,0,62,11,Stockout,Current
1275,2025-05-12,16,2,66,75,0,50,28,Stockout,Current
1276,2024-03-08,63,6,240,65,175,125,28,Healthy,Current
1277,2025-02-11,5,1,238,68,170,83,26,Healthy,Current
1278,2024-11-07,53,5,26,19,7,124,22,Low Stock,Current
1279,2024-01-25,73,6,151,73,78,76,3,Healthy,Current
1280,2024-12-29,47,2,184,1,183,122,15,Healthy,Future
1281,2024-01-06,23,2,213,16,197,83,18,Healthy,Current
1282,2025-11-15,109,6,129,45,84,91,5,Low Stock,Future
1283,2024-08-10,117,6,136,23,113,123,35,Low Stock,Future
1284,2025-04-08,91,6,176,14,162,54,12,Healthy,Current
1285,2024-08-18,74,6,10,17,0,126,29,Stockout,Current
1286,2024-12-23,4,6,58,48,10,118,35,Low Stock,Current
1287,2025-06-09,68,3,307,88,219,60,37,Healthy,Future
1288,2025-07-19,49,1,198,36,162,99,10,Healthy,Future
1289,2024-06-14,20,6,143,78,65,138,30,Low Stock,Current
1290,2025-01-13,118,6,82,9,73,42,15,Healthy,Future
1291,2024-04-30,115,2,351,72,279,85,31,Healthy,Future
1292,2025-08-27,19,1,58,1,57,105,16,Low Stock,Future
1293,2024-11-11,95,1,7,88,0,89,15,Stockout,Current
1294,2025-09-12,118,6,30,48,0,69,50,Stockout,Current
1295,2025-02-01,90,5,70,24,46,104,1,Low Stock,Current
1296,2025-08-15,66,3,167,28,139,137,26,Healthy,Current
1297,2024-02-15,97,2,55,55,0,135,46,Stockout,Future
1298,2024-07-11,5,4,167,32,135,100,27,Healthy,Current
1299,2024-01-20,108,6,80,34,46,79,9,Low Stock,Future
1300,2024-12-18,87,3,101,56,45,78,33,Low Stock,Current
1301,2024-03-14,72,6,109,60,49,78,5,Low Stock,Future
1302,2025-09-11,20,4,323,3,320,83,38,Healthy,Future
1303,2025-05-24,21,1,330,16,314,101,33,Healthy,Future
1304,2024-06-29,1,4,86,46,40,113,1,Low Stock,Current
1305,2024-01-19,34,1,43,68,0,54,42,Stockout,Current
1306,2025-06-20,12,6,182,19,163,48,7,Healthy,Current
1307,2025-07-25,55,6,154,5,149,121,3,Healthy,Current
1308,2025-05-26,103,6,99,67,32,117,32,Low Stock,Current
1309,2025-12-02,94,6,2,68,0,94,43,Stockout,Current
1310,2025-05-26,14,6,73,46,27,113,17,Low Stock,Future
1311,2025-08-03,30,6,235,4,231,55,11,Healthy,Future
1312,2024-01-21,4,1,170,28,142,132,8,Healthy,Current
1313,2024-03-24,65,4,138,5,133,45,19,Healthy,Current
1314,2024-11-06,84,6,103,2,101,83,1,Healthy,Future
1315,2025-04-12,14,6,3,20,0,59,23,Stockout,Current
1316,2024-08-08,11,1,44,41,3,67,25,Low Stock,Future
1317,2025-11-11,30,3,216,20,196,134,50,Healthy,Future
1318,2025-09-14,21,6,219,56,163,78,1,Healthy,Future
