return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount,replacement_requested,scenario_phase
421,9678,126,109,2025-11-23,Delivery Delay,46.82,No,Current
422,6801,345,8,2025-06-21,Wrong Item,53.45,No,Current
423,7482,835,10,2025-12-10,Changed Mind,73.93,Yes,Current
424,9867,260,24,2025-12-03,Wrong Item,115.78,Yes,Current
425,2415,762,5,2025-11-19,Delivery Delay,135.23,Yes,Current
426,11672,665,27,2025-07-04,Wrong Item,147.39,Yes,Current
427,2004,850,112,2025-12-28,Changed Mind,125.35,Yes,Future
428,7326,53,7,2025-12-24,Size Issue,148.86,Yes,Future
429,2039,693,56,2024-09-22,Delivery Delay,134.46,Yes,Current
430,3033,744,103,2025-12-22,Damaged Product,88.96,Yes,Current
431,10949,260,26,2025-10-01,Delivery Delay,89.51,Yes,Current
432,4717,742,52,2025-06-23,Delivery Delay,20.0,Yes,Current
433,3605,402,108,2025-12-01,Damaged Product,42.08,No,Current
434,1854,348,98,2024-09-15,Changed Mind,168.77,No,Future
435,3964,500,104,2025-12-09,Size Issue,117.52,No,Current
436,9432,271,85,2025-01-07,Delivery Delay,140.36,Yes,Future
437,9823,366,59,2024-12-28,Changed Mind,86.24,Yes,Future
438,6928,244,114,2025-06-21,Size Issue,68.83,Yes,Current
439,4532,62,113,2025-05-17,Wrong Item,120.04,No,Current
440,10882,607,61,2024-06-13,Wrong Item,75.3,No,Future
441,4837,897,103,2025-08-27,Delivery Delay,87.84,No,Current
442,6491,872,3,2024-07-14,Changed Mind,171.04,No,Future
443,5773,143,5,2025-04-30,Delivery Delay,139.01,No,Future
444,5587,345,1,2025-05-14,Wrong Item,99.15,No,Current
445,4364,326,26,2025-11-18,Changed Mind,107.39,Yes,Current
446,3541,379,63,2025-12-21,Delivery Delay,48.57,No,Current
447,4984,879,119,2025-07-01,Wrong Item,20.0,No,Current
448,2133,373,78,2025-12-29,Size Issue,54.6,No,Future
449,2628,328,114,2025-05-23,Damaged Product,73.67,No,Current
450,5385,991,64,2024-12-20,Size Issue,94.97,Yes,Future
451,5489,740,44,2024-05-24,Size Issue,77.41,Yes,Current
452,7420,307,39,2025-08-10,Wrong Item,105.5,No,Future
453,11809,257,100,2024-11-27,Delivery Delay,90.11,Yes,Current
454,11563,862,55,2025-03-14,Delivery Delay,63.95,Yes,Current
455,10858,700,11,2025-11-30,Changed Mind,30.4,No,Current
456,11609,674,20,2025-05-16,Changed Mind,78.47,Yes,Future
457,7878,278,79,2025-07-10,Changed Mind,128.42,No,Current
458,10068,621,93,2025-05-20,Wrong Item,97.96,Yes,Current
459,1763,598,105,2025-11-13,Delivery Delay,32.93,Yes,Current
460,11250,677,84,2024-04-18,Size Issue,102.38,No,Future
461,4358,769,64,2025-12-27,Damaged Product,96.77,No,Current
462,10879,140,70,2025-04-25,Delivery Delay,87.48,No,Current
463,9921,94,85,2024-07-05,Delivery Delay,121.13,No,Current
464,880,646,69,2025-11-18,Size Issue,80.44,Yes,Future
465,1513,356,76,2025-12-19,Size Issue,107.65,Yes,Current
466,3145,389,92,2025-03-27,Wrong Item,33.98,Yes,Current
467,3976,426,1,2025-12-07,Changed Mind,109.9,Yes,Future
468,4846,380,93,2025-09-18,Wrong Item,107.79,Yes,Future
469,4479,973,44,2025-09-16,Delivery Delay,96.85,Yes,Current
470,10189,453,25,2025-11-26,Delivery Delay,26.19,No,Current
471,7959,552,37,2025-12-28,Size Issue,140.95,No,Future
472,9200,240,83,2025-12-20,Damaged Product,68.85,No,Current
473,5714,858,117,2025-04-24,Size Issue,125.35,Yes,Future
474,5190,157,59,2025-06-20,Damaged Product,89.33,Yes,Current
475,4444,72,11,2025-11-10,Delivery Delay,37.55,No,Current
476,2013,863,106,2024-10-21,Wrong Item,27.1,No,Future
477,6088,81,83,2025-03-11,Damaged Product,55.41,No,Current
478,6111,486,62,2025-05-05,Size Issue,137.64,Yes,Future
479,5754,642,88,2025-11-24,Delivery Delay,39.31,Yes,Current
480,7662,874,103,2025-10-06,Delivery Delay,81.53,Yes,Current
481,11120,239,115,2025-01-12,Size Issue,112.89,Yes,Current
482,9965,668,1,2025-10-29,Size Issue,90.03,No,Future
483,11880,266,86,2025-07-05,Changed Mind,72.27,Yes,Current
484,3990,244,24,2025-08-19,Delivery Delay,141.95,No,Current
485,11182,99,95,2024-09-13,Delivery Delay,136.79,No,Current
486,7686,60,104,2025-03-16,Size Issue,121.78,No,Current
487,10933,29,44,2025-05-24,Delivery Delay,103.0,Yes,Current
488,3183,578,94,2025-12-18,Size Issue,53.89,No,Future
489,2055,733,111,2025-12-23,Delivery Delay,98.8,No,Current
490,9602,584,73,2025-08-27,Size Issue,20.0,No,Future
491,1298,156,77,2025-12-10,Size Issue,104.23,Yes,Current
492,1183,29,96,2025-11-02,Changed Mind,38.53,No,Future
493,4913,294,68,2025-12-29,Size Issue,61.28,No,Current
494,5718,722,22,2025-11-12,Damaged Product,115.01,Yes,Current
495,205,581,78,2025-05-18,Delivery Delay,50.41,No,Current
496,2790,515,51,2025-03-26,Size Issue,96.56,Yes,Future
497,4856,481,73,2025-10-05,Changed Mind,20.0,No,Future
498,4950,333,77,2025-11-18,Changed Mind,126.19,No,Future
499,4535,230,85,2025-08-08,Size Issue,142.01,No,Current
500,3443,509,66,2025-04-19,Size Issue,92.43,Yes,Current
501,2728,165,3,2025-08-26,Delivery Delay,180.48,No,Current
502,2046,315,99,2024-12-04,Wrong Item,168.83,Yes,Current
503,2453,53,6,2025-01-20,Size Issue,120.96,No,Current
504,456,440,89,2025-12-18,Damaged Product,130.95,No,Current
505,6830,427,36,2025-12-26,Changed Mind,158.32,Yes,Current
506,7012,276,9,2025-02-17,Delivery Delay,102.42,No,Current
507,8208,653,43,2025-04-24,Delivery Delay,105.29,Yes,Future
508,1986,115,17,2025-06-08,Delivery Delay,121.89,Yes,Current
509,10632,923,50,2025-08-11,Wrong Item,74.97,Yes,Current
510,1225,407,108,2025-01-24,Size Issue,41.55,No,Future
511,9443,609,59,2025-05-27,Changed Mind,89.64,No,Future
512,4324,45,96,2025-07-26,Wrong Item,34.57,Yes,Current
513,4829,955,69,2025-08-17,Changed Mind,61.52,Yes,Future
514,2534,431,107,2025-07-13,Damaged Product,47.94,Yes,Future
515,10942,455,53,2025-07-17,Changed Mind,100.7,Yes,Future
516,5714,858,117,2024-12-17,Size Issue,130.56,Yes,Future
517,5794,638,23,2025-12-30,Size Issue,80.19,Yes,Future
518,5841,728,43,2025-09-16,Delivery Delay,103.78,No,Current
519,2841,873,72,2025-05-26,Wrong Item,111.35,No,Current
520,5862,288,38,2025-12-19,Size Issue,94.39,Yes,Future
521,557,520,36,2025-11-02,Wrong Item,125.63,No,Current
522,9545,183,87,2025-07-23,Delivery Delay,62.79,Yes,Future
523,5791,537,98,2025-02-11,Size Issue,183.36,No,Current
524,8005,758,55,2025-02-20,Size Issue,72.01,Yes,Future
525,2804,780,37,2025-05-15,Damaged Product,114.01,Yes,Current
526,3449,548,43,2025-12-22,Damaged Product,93.58,Yes,Current
527,311,326,103,2025-11-08,Delivery Delay,81.58,No,Current
528,6505,155,10,2025-03-31,Delivery Delay,59.29,No,Current
529,3605,402,108,2025-07-13,Changed Mind,38.69,Yes,Current
530,7985,429,71,2025-06-28,Damaged Product,120.81,Yes,Current
531,2492,791,82,2025-12-02,Changed Mind,122.57,Yes,Current
532,9524,543,23,2025-04-28,Size Issue,86.8,Yes,Current
533,7643,588,37,2025-12-29,Delivery Delay,105.9,No,Future
534,3716,72,4,2025-11-23,Damaged Product,137.21,Yes,Current
535,1636,126,60,2025-04-05,Damaged Product,143.16,No,Current
536,8006,973,35,2025-09-13,Damaged Product,41.21,No,Current
537,2429,517,61,2024-11-14,Size Issue,74.91,No,Future
538,107,289,52,2025-12-27,Size Issue,20.0,No,Future
539,2203,639,56,2024-06-30,Delivery Delay,126.42,No,Current
540,9145,163,107,2025-06-20,Damaged Product,42.71,Yes,Current
541,10054,423,23,2025-12-18,Changed Mind,85.97,Yes,Current
542,7685,545,35,2025-10-06,Wrong Item,40.78,No,Current
543,6541,498,20,2025-12-18,Damaged Product,82.61,Yes,Current
544,9364,843,108,2025-11-14,Size Issue,37.45,Yes,Future
545,5078,266,22,2025-11-24,Damaged Product,104.84,Yes,Current
546,8014,401,85,2025-05-22,Wrong Item,139.61,Yes,Current
547,5323,664,11,2025-02-28,Size Issue,29.15,No,Future
548,5297,706,89,2025-05-24,Delivery Delay,125.42,No,Current
549,10956,89,22,2025-09-25,Size Issue,90.71,Yes,Current
550,1879,411,16,2025-12-23,Size Issue,79.33,No,Current
551,1937,232,75,2024-10-11,Delivery Delay,84.78,No,Future
552,5392,790,13,2025-12-06,Damaged Product,96.82,Yes,Current
553,6811,592,54,2025-01-27,Delivery Delay,97.79,No,Current
554,4319,702,51,2024-07-10,Delivery Delay,97.29,No,Future
555,5334,565,87,2024-06-15,Delivery Delay,59.24,No,Future
556,91,596,87,2025-03-06,Size Issue,59.75,Yes,Current
557,10079,980,2,2025-11-08,Wrong Item,199.51,No,Future
558,5613,951,1,2025-08-13,Size Issue,107.9,Yes,Current
559,7602,703,112,2025-03-10,Delivery Delay,147.21,Yes,Current
560,4271,167,52,2025-10-24,Size Issue,20.0,Yes,Current
561,1199,670,38,2025-06-03,Size Issue,92.36,No,Future
562,10332,539,62,2025-08-13,Delivery Delay,177.2,Yes,Future
563,624,737,112,2025-06-24,Changed Mind,120.66,Yes,Future
564,6928,244,114,2024-11-22,Size Issue,69.1,Yes,Current
565,7969,343,100,2025-04-14,Changed Mind,91.43,No,Current
566,2336,956,110,2025-07-24,Size Issue,140.6,No,Current
567,7495,890,23,2025-03-08,Size Issue,78.5,No,Current
568,6553,477,9,2024-07-06,Wrong Item,72.45,No,Current
569,8508,331,101,2025-12-05,Size Issue,119.89,Yes,Current
570,9369,156,45,2025-09-29,Delivery Delay,20.87,No,Current
571,11928,932,68,2025-09-17,Delivery Delay,60.71,No,Current
572,4744,179,62,2025-03-09,Changed Mind,154.26,No,Current
573,11314,140,99,2024-07-31,Damaged Product,155.05,No,Current
574,2538,824,96,2025-07-19,Changed Mind,31.61,Yes,Future
575,6338,921,13,2025-12-29,Wrong Item,101.35,Yes,Current
576,1348,227,29,2025-11-29,Wrong Item,102.38,Yes,Current
577,7884,658,92,2025-06-22,Size Issue,42.26,Yes,Current
578,9444,164,116,2025-12-07,Delivery Delay,121.35,No,Current
579,1955,105,66,2025-11-13,Changed Mind,77.96,Yes,Current
580,9356,291,108,2025-04-14,Delivery Delay,40.89,No,Current
581,8346,710,71,2025-08-19,Wrong Item,116.57,Yes,Current
582,7718,129,62,2025-12-30,Size Issue,176.63,No,Future
583,8148,446,78,2025-09-14,Damaged Product,45.16,No,Current
584,8630,56,59,2025-07-05,Wrong Item,85.34,Yes,Current
585,4861,618,5,2024-05-16,Wrong Item,118.21,Yes,Current
586,11678,301,6,2025-03-13,Wrong Item,120.44,No,Future
587,298,635,39,2025-11-05,Size Issue,106.57,Yes,Future
588,6159,220,3,2025-02-24,Wrong Item,136.13,Yes,Future
589,11835,338,5,2025-12-30,Damaged Product,99.2,Yes,Current
590,1467,543,70,2024-10-21,Delivery Delay,116.9,Yes,Current
591,10875,4,83,2024-12-13,Changed Mind,62.54,Yes,Current
592,1159,818,2,2025-08-09,Delivery Delay,180.78,Yes,Current
593,3155,7,117,2024-10-16,Changed Mind,98.33,Yes,Future
594,9889,72,112,2025-03-25,Delivery Delay,159.38,No,Current
595,4116,676,24,2025-03-23,Delivery Delay,135.38,No,Current
596,9886,937,73,2025-03-15,Damaged Product,20.0,Yes,Current
597,3902,531,7,2025-07-20,Delivery Delay,126.92,No,Current
598,3234,209,81,2025-11-22,Damaged Product,81.25,No,Future
599,2621,394,74,2025-09-28,Wrong Item,110.17,Yes,Current
600,4363,301,71,2025-12-25,Delivery Delay,127.01,Yes,Current
601,9846,469,24,2025-06-30,Delivery Delay,150.49,No,Current
602,11727,771,29,2024-03-07,Size Issue,100.94,No,Future
603,9502,87,100,2024-07-09,Wrong Item,89.56,Yes,Future
604,6704,233,26,2025-11-11,Delivery Delay,101.34,No,Current
605,7063,345,65,2025-09-28,Size Issue,67.66,Yes,Future
606,4755,448,81,2025-10-28,Changed Mind,86.65,Yes,Current
607,6732,490,5,2025-05-18,Wrong Item,107.55,No,Current
608,6791,123,98,2025-05-17,Damaged Product,187.09,No,Current
609,2894,182,58,2024-12-23,Size Issue,98.11,No,Future
610,10696,181,69,2025-12-25,Delivery Delay,63.18,No,Current
611,10221,965,70,2025-01-08,Damaged Product,101.56,No,Current
612,4421,554,115,2025-04-01,Changed Mind,122.67,Yes,Current
613,6999,503,78,2025-10-19,Damaged Product,42.13,Yes,Current
614,5952,817,91,2025-12-19,Size Issue,72.61,No,Current
615,8470,703,26,2025-12-01,Delivery Delay,87.64,Yes,Future
616,2427,965,49,2025-12-04,Delivery Delay,111.26,No,Current
617,9714,724,107,2025-12-20,Delivery Delay,42.96,Yes,Current
618,3037,298,94,2025-09-01,Size Issue,43.7,No,Current
619,7851,571,100,2025-08-04,Size Issue,73.88,No,Current
620,7427,918,108,2025-09-07,Delivery Delay,42.4,No,Current
621,919,615,40,2025-12-04,Damaged Product,29.31,No,Current
622,3801,182,89,2025-05-31,Changed Mind,126.24,Yes,Future
623,4359,98,58,2025-10-30,Size Issue,111.88,No,Future
624,5643,611,116,2025-03-17,Size Issue,120.09,No,Current
625,2109,425,102,2025-08-24,Changed Mind,50.67,Yes,Future
626,10557,563,86,2025-11-24,Delivery Delay,101.49,Yes,Current
627,617,976,26,2025-07-19,Size Issue,109.7,No,Future
628,11045,274,75,2025-12-06,Size Issue,107.58,No,Future
629,7099,351,75,2024-10-22,Size Issue,88.59,No,Future
630,7973,89,101,2025-12-14,Size Issue,102.38,No,Future
631,9044,682,91,2025-10-04,Changed Mind,72.25,Yes,Future
632,11083,316,61,2025-03-22,Size Issue,62.36,Yes,Current
633,4884,345,120,2025-10-30,Size Issue,33.94,No,Future
634,1340,4,104,2025-09-13,Changed Mind,124.26,No,Current
635,2867,564,41,2025-04-20,Delivery Delay,105.99,Yes,Current
636,6075,812,98,2025-03-20,Changed Mind,163.0,Yes,Current
637,1829,107,62,2025-01-08,Delivery Delay,174.52,No,Current
638,3290,838,9,2025-09-06,Delivery Delay,78.29,No,Current
639,4810,392,62,2025-10-09,Size Issue,152.23,Yes,Current
640,11861,754,24,2024-11-02,Wrong Item,148.84,Yes,Current
641,6067,416,52,2025-11-22,Wrong Item,20.0,Yes,Current
642,4736,189,17,2025-12-29,Changed Mind,102.93,No,Future
643,10194,567,43,2025-06-28,Delivery Delay,123.05,Yes,Current
644,1398,615,57,2025-10-27,Size Issue,117.55,Yes,Current
645,11714,297,86,2025-09-04,Damaged Product,84.15,No,Current
646,11347,417,23,2024-10-28,Changed Mind,86.42,Yes,Current
647,10550,910,64,2025-10-13,Delivery Delay,104.04,No,Future
648,2528,538,74,2024-07-07,Size Issue,114.98,Yes,Future
649,4582,444,41,2025-07-07,Changed Mind,104.49,No,Future
650,49,79,61,2025-12-21,Wrong Item,71.57,Yes,Future
651,9217,638,43,2024-10-02,Size Issue,124.68,No,Future
652,10285,901,1,2025-12-02,Changed Mind,101.43,Yes,Current
653,6129,336,40,2025-11-10,Wrong Item,26.93,Yes,Current
654,11942,693,83,2025-06-13,Size Issue,70.76,Yes,Current
655,7766,33,88,2024-09-16,Wrong Item,36.74,No,Current
656,2604,356,120,2025-02-12,Size Issue,43.03,Yes,Future
657,9105,410,27,2025-12-28,Wrong Item,138.09,Yes,Future
658,4338,798,54,2025-02-17,Damaged Product,84.46,Yes,Future
659,7075,853,42,2025-10-06,Delivery Delay,64.83,No,Current
660,2553,383,58,2025-08-17,Delivery Delay,112.02,No,Current
661,2000,598,80,2025-05-03,Changed Mind,85.51,Yes,Future
662,2966,457,4,2024-11-08,Delivery Delay,132.17,Yes,Current
663,6213,978,112,2025-04-23,Size Issue,154.16,Yes,Future
664,2037,922,91,2025-02-07,Delivery Delay,73.09,Yes,Current
665,2953,511,67,2025-10-15,Delivery Delay,201.8,No,Current
666,977,788,56,2025-08-30,Changed Mind,152.11,Yes,Future
667,11804,800,77,2025-05-06,Wrong Item,108.31,No,Current
668,8816,385,82,2025-11-04,Wrong Item,118.86,No,Current
669,8214,817,105,2025-05-09,Delivery Delay,33.1,Yes,Current
670,10619,670,96,2025-03-08,Damaged Product,40.9,No,Current
671,7643,588,37,2025-11-28,Changed Mind,129.13,No,Future
672,11852,367,10,2024-03-09,Delivery Delay,68.37,No,Current
673,9867,260,24,2025-10-13,Wrong Item,121.77,Yes,Current
674,7553,912,93,2025-05-04,Delivery Delay,98.22,Yes,Current
675,10082,116,94,2025-12-09,Size Issue,51.17,No,Current
676,974,634,8,2025-10-27,Changed Mind,47.28,No,Current
677,1989,765,28,2025-07-09,Delivery Delay,118.34,Yes,Current
678,4752,13,104,2025-11-11,Changed Mind,108.38,Yes,Future
679,3839,917,9,2025-10-10,Damaged Product,77.68,No,Current
680,4836,678,36,2024-11-15,Changed Mind,147.69,Yes,Future
681,9035,410,65,2025-11-20,Delivery Delay,69.42,Yes,Current
682,7447,55,81,2025-10-10,Size Issue,92.51,Yes,Current
683,7873,816,77,2025-06-09,Size Issue,110.95,Yes,Future
684,1016,783,120,2025-12-26,Size Issue,41.66,Yes,Future
685,8253,709,79,2025-05-16,Size Issue,156.29,No,Future
686,4312,680,100,2025-12-18,Size Issue,78.24,Yes,Future
687,10810,71,82,2024-11-07,Damaged Product,119.21,No,Current
688,9628,567,4,2025-10-18,Delivery Delay,132.93,No,Current
689,3338,846,13,2025-06-23,Changed Mind,78.59,Yes,Current
690,11735,527,7,2024-11-23,Wrong Item,148.94,Yes,Current
691,7155,552,84,2025-06-26,Size Issue,98.32,Yes,Future
692,10285,901,1,2025-07-22,Wrong Item,95.55,No,Current
693,2809,121,88,2025-09-13,Damaged Product,35.56,Yes,Current
694,10931,590,12,2025-12-21,Delivery Delay,133.89,Yes,Current
695,11071,623,61,2025-08-13,Damaged Product,81.9,Yes,Future
696,10265,532,87,2024-07-09,Damaged Product,74.0,No,Current
697,11114,923,58,2025-03-12,Size Issue,94.25,Yes,Future
698,1486,906,69,2025-12-06,Size Issue,65.35,Yes,Future
699,4000,454,79,2025-09-12,Size Issue,167.13,No,Current
700,4454,618,32,2025-08-30,Wrong Item,151.77,Yes,Current
701,6367,8,43,2025-09-14,Size Issue,125.1,Yes,Future
702,4065,146,48,2025-02-22,Damaged Product,71.7,Yes,Current
703,981,640,45,2025-01-22,Wrong Item,29.27,Yes,Current
704,11528,318,113,2025-10-26,Changed Mind,108.34,No,Future
705,3455,93,24,2024-07-25,Size Issue,133.04,No,Current
706,5619,880,48,2025-12-30,Delivery Delay,90.72,Yes,Current
707,3692,953,95,2025-12-06,Delivery Delay,132.77,Yes,Current
708,5945,733,8,2025-07-23,Damaged Product,61.95,Yes,Current
709,6551,592,68,2025-10-08,Delivery Delay,53.55,No,Current
710,3845,403,23,2025-12-30,Changed Mind,80.23,Yes,Future
711,1131,218,74,2025-11-19,Size Issue,105.28,Yes,Current
712,8497,354,55,2025-11-12,Changed Mind,80.47,Yes,Future
713,2876,602,48,2025-02-25,Damaged Product,93.33,No,Current
714,11935,1000,6,2025-12-10,Size Issue,118.38,Yes,Current
715,639,481,87,2025-06-09,Delivery Delay,60.86,Yes,Current
716,1123,302,100,2025-06-09,Size Issue,83.74,No,Current
717,9180,941,29,2025-07-27,Changed Mind,109.34,Yes,Current
718,1550,854,5,2025-11-12,Size Issue,133.82,No,Future
719,8247,32,34,2025-11-14,Size Issue,103.68,No,Future
720,5092,405,23,2025-07-16,Delivery Delay,86.7,No,Current
721,6418,447,22,2025-11-15,Wrong Item,97.25,Yes,Future
722,8393,468,20,2025-03-10,Changed Mind,66.85,No,Current
723,2809,121,88,2025-08-07,Wrong Item,41.09,Yes,Current
724,2994,717,55,2025-10-26,Wrong Item,71.79,No,Current
725,4098,93,10,2025-06-09,Delivery Delay,70.66,No,Future
726,4359,98,58,2025-08-01,Size Issue,93.28,Yes,Future
727,9739,46,66,2024-11-21,Changed Mind,99.93,Yes,Current
728,6961,585,33,2025-07-24,Delivery Delay,163.63,Yes,Future
729,983,383,46,2024-08-28,Changed Mind,84.58,No,Current
730,8401,678,17,2025-11-10,Changed Mind,101.34,Yes,Current
731,6680,489,97,2025-11-12,Changed Mind,46.61,No,Current
732,1446,489,5,2025-08-22,Changed Mind,109.97,Yes,Current
733,10955,342,79,2025-10-28,Delivery Delay,131.37,No,Current
734,6614,331,97,2025-07-27,Delivery Delay,42.05,Yes,Current
735,10143,790,82,2025-12-29,Size Issue,95.41,No,Current
736,1955,105,66,2025-12-24,Delivery Delay,87.78,Yes,Current
737,626,889,72,2025-01-14,Damaged Product,124.93,No,Future
738,764,530,80,2025-07-14,Delivery Delay,96.81,Yes,Current
739,7873,816,77,2025-04-10,Changed Mind,113.34,Yes,Future
740,5106,487,80,2025-09-23,Damaged Product,100.61,No,Current
741,11437,495,8,2025-05-09,Damaged Product,61.06,No,Current
742,1199,670,38,2025-05-15,Size Issue,74.65,Yes,Future
743,739,371,57,2025-12-17,Delivery Delay,118.28,No,Current
744,11150,414,119,2025-02-13,Delivery Delay,20.0,Yes,Current
745,2493,11,19,2025-12-21,Delivery Delay,117.41,Yes,Future
746,696,938,91,2025-08-03,Size Issue,78.33,No,Future
747,479,624,95,2025-06-30,Size Issue,141.47,Yes,Future
748,1982,327,66,2025-12-01,Size Issue,98.47,Yes,Current
749,4815,65,31,2024-05-28,Delivery Delay,51.29,No,Current
750,8760,155,49,2025-06-27,Changed Mind,118.07,Yes,Current
751,3657,886,71,2025-04-22,Size Issue,126.57,No,Future
752,4575,262,16,2024-12-29,Size Issue,82.12,Yes,Future
753,3667,48,19,2025-02-17,Damaged Product,113.53,Yes,Current
754,2402,707,88,2025-10-07,Changed Mind,34.48,Yes,Future
755,5460,95,88,2025-01-11,Size Issue,32.28,Yes,Future
756,5429,338,31,2025-10-09,Size Issue,58.26,Yes,Current
757,2498,726,90,2024-02-11,Size Issue,62.41,No,Current
758,3390,870,14,2025-10-21,Wrong Item,80.42,Yes,Current
759,9383,757,58,2025-11-17,Delivery Delay,102.01,Yes,Current
760,5180,167,73,2025-06-11,Changed Mind,20.0,Yes,Future
761,9685,133,118,2025-09-09,Size Issue,139.99,No,Current
762,6686,519,57,2025-12-23,Size Issue,101.73,Yes,Future
763,8942,881,56,2025-08-24,Size Issue,136.55,No,Current
764,11354,121,95,2024-10-06,Delivery Delay,167.68,Yes,Current
765,5846,840,103,2025-10-08,Delivery Delay,105.7,No,Current
766,8222,609,100,2024-07-02,Damaged Product,70.55,Yes,Current
767,8938,595,112,2025-09-11,Changed Mind,163.05,No,Future
768,7810,751,92,2025-12-11,Damaged Product,45.9,Yes,Future
769,7917,508,32,2025-12-18,Changed Mind,158.74,No,Current
770,80,715,88,2025-11-22,Delivery Delay,41.14,No,Current
771,8961,31,45,2025-06-24,Damaged Product,21.05,No,Current
772,6466,804,114,2025-04-11,Size Issue,61.19,Yes,Future
773,5843,874,52,2025-12-16,Wrong Item,20.0,No,Current
774,4578,464,84,2025-12-27,Delivery Delay,90.63,Yes,Current
775,5846,840,103,2025-04-06,Delivery Delay,99.93,No,Current
776,3445,296,34,2025-02-10,Delivery Delay,88.4,Yes,Current
777,8588,135,1,2025-02-26,Changed Mind,92.61,Yes,Future
778,8282,325,81,2025-12-29,Delivery Delay,104.34,No,Future
779,11478,957,78,2025-12-24,Damaged Product,56.08,Yes,Future
780,9924,316,34,2025-09-05,Delivery Delay,106.43,No,Current
781,8136,968,22,2025-12-05,Damaged Product,108.51,Yes,Current
782,4842,452,25,2025-02-25,Changed Mind,22.13,Yes,Current
783,225,828,22,2025-12-16,Damaged Product,97.13,Yes,Future
784,7173,49,103,2025-09-05,Delivery Delay,108.45,No,Current
785,8235,255,115,2025-09-28,Wrong Item,115.01,No,Current
786,11988,533,62,2024-11-22,Delivery Delay,165.63,Yes,Current
787,6710,103,2,2025-11-11,Damaged Product,177.78,Yes,Current
788,9737,541,14,2025-10-19,Size Issue,62.4,No,Current
789,1244,732,14,2025-09-23,Wrong Item,80.66,No,Current
790,697,342,6,2025-11-26,Changed Mind,120.78,Yes,Future
791,4971,529,100,2025-10-11,Delivery Delay,79.91,Yes,Current
792,11986,627,60,2025-12-27,Changed Mind,125.22,Yes,Current
793,935,117,116,2025-09-05,Delivery Delay,134.84,Yes,Current
794,4460,652,104,2025-05-08,Size Issue,148.61,No,Future
795,6872,591,37,2025-05-26,Delivery Delay,102.32,Yes,Current
796,6746,3,20,2024-05-20,Changed Mind,90.01,No,Current
797,1754,389,64,2025-12-09,Damaged Product,85.86,Yes,Current
798,10946,465,117,2025-08-02,Delivery Delay,110.44,Yes,Current
799,4666,593,57,2025-01-21,Wrong Item,113.01,No,Current
800,1541,68,3,2025-09-17,Size Issue,173.31,Yes,Current
801,5164,166,49,2025-12-05,Delivery Delay,112.46,Yes,Current
802,5174,875,16,2025-11-25,Wrong Item,82.34,No,Current
803,8471,218,61,2024-04-12,Delivery Delay,61.83,Yes,Current
804,2294,903,57,2025-08-23,Wrong Item,108.46,No,Current
805,2629,871,56,2025-06-24,Size Issue,144.99,Yes,Current
806,4567,45,102,2025-10-29,Damaged Product,51.63,Yes,Future
807,11795,801,83,2024-11-05,Delivery Delay,55.65,No,Current
808,8081,425,6,2025-09-29,Damaged Product,124.66,Yes,Current
809,3012,716,85,2025-10-29,Size Issue,100.54,Yes,Current
810,11898,348,47,2025-08-08,Size Issue,103.58,Yes,Current
811,5370,941,39,2025-12-07,Delivery Delay,108.53,No,Future
812,2231,25,5,2025-12-29,Delivery Delay,112.68,Yes,Current
813,8253,709,79,2025-01-13,Wrong Item,129.5,Yes,Future
814,6162,483,20,2024-12-30,Changed Mind,68.46,No,Future
815,8615,974,30,2025-04-19,Changed Mind,33.09,Yes,Current
816,5196,276,88,2025-10-27,Delivery Delay,37.19,Yes,Current
817,10010,828,3,2025-02-08,Changed Mind,163.23,No,Future
818,7644,929,78,2025-02-11,Changed Mind,45.17,Yes,Future
819,972,509,58,2025-02-20,Size Issue,88.13,Yes,Current
820,4569,844,28,2025-05-21,Changed Mind,116.06,Yes,Future
821,6770,540,46,2025-05-13,Delivery Delay,87.93,No,Current
822,8491,174,92,2024-07-22,Changed Mind,40.54,Yes,Current
823,966,259,117,2024-12-08,Delivery Delay,101.54,No,Current
824,5750,790,82,2024-12-16,Size Issue,105.73,No,Future
825,6968,660,82,2025-06-26,Size Issue,118.67,No,Future
826,8629,464,3,2025-06-19,Size Issue,167.55,No,Current
827,4541,394,91,2025-06-22,Changed Mind,67.86,Yes,Current
828,8582,307,94,2025-05-16,Damaged Product,45.01,Yes,Current
829,8964,931,66,2025-06-18,Wrong Item,95.72,Yes,Current
830,1851,364,119,2025-06-15,Delivery Delay,20.0,No,Current
831,5134,394,117,2025-12-21,Size Issue,128.68,Yes,Current
832,7451,653,20,2025-11-19,Wrong Item,72.82,Yes,Current
833,9424,329,42,2025-07-22,Wrong Item,54.61,No,Current
834,9109,837,66,2025-11-05,Delivery Delay,101.69,No,Current
835,9630,705,71,2025-10-26,Delivery Delay,127.61,Yes,Current
836,4007,191,15,2025-10-04,Delivery Delay,68.06,No,Future
837,708,8,1,2024-11-07,Changed Mind,106.53,Yes,Current
838,10168,416,114,2025-05-31,Delivery Delay,74.82,Yes,Current
839,9468,627,74,2024-12-26,Size Issue,88.26,Yes,Current
840,4450,520,120,2025-08-27,Damaged Product,40.73,No,Current
841,2214,185,7,2025-02-03,Damaged Product,161.72,Yes,Current
842,9269,976,96,2024-12-25,Changed Mind,37.33,Yes,Future
