order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,delivery_delay_days,delivery_status,sales_channel,scenario_phase
1374,2025-08-27,791,21,6,1,44.65,27.04,44.65,17.61,0,On Time,Online,Future
1375,2024-07-01,755,31,6,2,64.76,20.12,129.52,109.4,0,On Time,Online,Future
1376,2025-04-18,746,61,4,2,82.33,0.55,164.66,164.11,0,On Time,Click & Collect,Current
1377,2024-04-24,827,83,6,4,73.64,14.68,294.56,279.88,0,On Time,Online,Current
1378,2025-05-05,254,97,1,1,54.01,19.32,54.01,34.69,0,On Time,Online,Current
1379,2025-08-25,505,109,1,1,65.96,31.89,65.96,34.07,0,On Time,Online,Current
1380,2024-02-08,126,97,5,3,54.01,0.71,162.03,161.32,0,On Time,Wholesale,Current
1381,2024-10-29,685,50,6,4,97.72,18.0,390.88,372.88,0,On Time,Online,Future
1382,2025-07-01,812,75,3,4,112.15,8.55,448.6,440.05,0,On Time,Online,Future
1383,2025-11-05,916,21,1,1,44.65,22.13,44.65,22.52,0,On Time,In-Store,Future
1384,2024-01-24,618,30,2,4,33.3,5.14,133.2,128.06,0,On Time,In-Store,Current
1385,2024-09-26,512,29,5,1,130.05,0.7,130.05,129.35,0,On Time,Online,Current
1386,2025-11-21,777,103,6,3,113.76,18.38,341.28,322.9,1,Late,Online,Current
1387,2025-08-13,773,13,6,4,109.25,12.03,437.0,424.97,0,On Time,Online,Future
1388,2024-02-10,280,43,2,1,129.42,29.03,129.42,100.39,0,On Time,Click & Collect,Current
1389,2024-03-03,33,22,3,2,118.48,2.5,236.96,234.46,2,Late,Wholesale,Current
1390,2025-08-12,209,35,6,3,41.4,34.28,124.2,89.92,0,On Time,Online,Future
1391,2025-04-19,862,4,6,2,143.64,15.17,287.28,272.11,5,Late,Online,Current
1392,2025-06-23,390,80,2,4,119.07,19.87,476.28,456.41,0,On Time,Online,Current
1393,2024-01-25,474,41,4,2,110.65,20.66,221.3,200.64,0,On Time,Click & Collect,Current
1394,2024-08-19,959,31,1,3,64.76,14.33,194.28,179.95,2,Late,Online,Current
1395,2024-07-30,755,115,6,1,131.17,3.75,131.17,127.42,0,On Time,Online,Future
1396,2025-08-18,69,66,4,3,105.25,0.48,315.75,315.27,0,On Time,Online,Current
1397,2024-05-25,985,36,6,1,162.38,32.63,162.38,129.75,0,On Time,Online,Current
1398,2025-03-02,615,57,6,4,144.33,30.63,577.32,546.69,0,On Time,Online,Current
1399,2024-10-14,282,88,6,1,41.48,0.64,41.48,40.84,0,On Time,Online,Current
1400,2024-09-18,173,99,1,4,170.64,5.38,682.56,677.18,0,On Time,Online,Current
1401,2024-11-09,114,17,5,2,141.85,28.42,283.7,255.28,0,On Time,Online,Current
1402,2024-09-20,940,51,6,3,110.62,33.5,331.86,298.36,0,On Time,Online,Current
1403,2025-03-16,696,107,1,3,49.65,5.48,148.95,143.47,0,On Time,Click & Collect,Future
1404,2024-04-10,113,113,6,3,120.7,18.88,362.1,343.22,0,On Time,Online,Future
1405,2024-07-13,649,120,1,1,47.37,20.79,47.37,26.58,7,Late,Online,Current
1406,2024-03-19,655,36,2,4,162.38,30.91,649.52,618.61,0,On Time,In-Store,Future
1407,2024-12-27,281,73,6,2,20.46,23.67,40.92,17.25,0,On Time,Online,Future
1408,2025-08-13,838,58,4,4,118.61,33.44,474.44,441.0,4,Late,Wholesale,Current
1409,2025-07-02,420,120,1,3,47.37,3.89,142.11,138.22,0,On Time,Click & Collect,Future
1410,2024-11-21,666,87,1,3,80.57,2.13,241.71,239.58,0,On Time,Online,Future
1411,2024-01-24,251,13,1,3,109.25,24.46,327.75,303.29,0,On Time,Click & Collect,Current
1412,2025-02-14,553,120,2,1,47.37,31.26,47.37,16.11,0,On Time,In-Store,Current
1413,2025-08-17,611,98,6,1,192.94,34.23,192.94,158.71,0,On Time,Online,Future
1414,2024-03-17,65,39,3,1,128.17,27.31,128.17,100.86,0,On Time,Click & Collect,Current
1415,2024-03-02,495,50,6,2,97.72,4.28,195.44,191.16,0,On Time,Online,Current
1416,2024-04-19,560,72,6,3,141.82,8.35,425.46,417.11,1,Late,Online,Current
1417,2024-09-22,74,104,1,2,154.04,4.43,308.08,303.65,0,On Time,In-Store,Current
1418,2025-01-18,657,116,1,2,159.24,12.96,318.48,305.52,6,Late,In-Store,Current
1419,2025-08-30,383,24,2,3,152.6,18.86,457.8,438.94,0,On Time,Click & Collect,Current
1420,2025-05-01,590,67,6,1,214.61,1.32,214.61,213.29,0,On Time,Online,Current
1421,2025-11-19,164,48,6,4,94.16,1.57,376.64,375.07,0,On Time,Online,Current
1422,2024-08-11,936,16,1,3,103.76,27.74,311.28,283.54,0,On Time,In-Store,Current
1423,2025-04-11,713,69,5,4,82.06,30.68,328.24,297.56,0,On Time,Online,Future
1424,2024-06-15,949,36,6,3,162.38,34.62,487.14,452.52,0,On Time,Online,Future
1425,2024-02-07,493,96,1,1,44.65,18.31,44.65,26.34,0,On Time,Click & Collect,Future
1426,2024-02-26,263,59,2,1,99.02,6.52,99.02,92.5,0,On Time,Wholesale,Future
1427,2025-08-29,3,88,5,3,41.48,28.51,124.44,95.93,0,On Time,Online,Current
1428,2025-03-01,408,84,6,3,108.1,26.66,324.3,297.64,0,On Time,Online,Current
1429,2025-01-21,646,39,1,4,128.17,10.63,512.68,502.05,0,On Time,Online,Future
1430,2025-08-26,63,117,3,4,131.87,21.44,527.48,506.04,0,On Time,Wholesale,Current
1431,2024-05-26,90,41,6,4,110.65,2.03,442.6,440.57,0,On Time,Online,Current
1432,2024-12-11,602,10,5,1,78.41,18.84,78.41,59.57,0,On Time,Click & Collect,Future
1433,2024-07-05,423,108,6,4,50.05,6.46,200.2,193.74,6,Late,Online,Current
1434,2024-06-21,491,30,1,3,33.3,25.18,99.9,74.72,0,On Time,Online,Current
1435,2025-05-15,869,51,3,3,110.62,29.27,331.86,302.59,0,On Time,Online,Current
1436,2025-09-03,27,104,6,3,154.04,31.04,462.12,431.08,0,On Time,Online,Future
1437,2025-10-07,893,12,3,2,177.18,21.07,354.36,333.29,0,On Time,In-Store,Future
1438,2024-08-13,133,98,1,2,192.94,1.4,385.88,384.48,0,On Time,Click & Collect,Future
1439,2024-01-23,572,107,1,2,49.65,31.12,99.3,68.18,0,On Time,Online,Current
1440,2024-07-19,853,34,1,2,116.01,34.07,232.02,197.95,0,On Time,In-Store,Future
1441,2024-08-16,97,114,1,3,83.67,2.57,251.01,248.44,1,Late,In-Store,Current
1442,2024-09-08,859,40,2,4,35.44,26.12,141.76,115.64,0,On Time,Wholesale,Current
1443,2024-01-04,184,89,6,4,144.37,26.31,577.48,551.17,0,On Time,Online,Future
1444,2025-02-10,913,3,2,1,182.39,16.39,182.39,166.0,3,Late,Wholesale,Current
1445,2025-09-02,737,49,6,2,134.92,13.24,269.84,256.6,0,On Time,Online,Future
1446,2024-06-25,489,5,6,2,140.44,32.97,280.88,247.91,0,On Time,Online,Current
1447,2024-07-17,244,116,3,1,159.24,16.3,159.24,142.94,0,On Time,Click & Collect,Current
1448,2024-04-01,896,48,6,3,94.16,5.29,282.48,277.19,0,On Time,Online,Current
1449,2025-12-26,646,45,3,2,29.58,9.74,59.16,49.42,0,On Time,Online,Future
1450,2025-05-02,109,101,6,4,123.75,22.9,495.0,472.1,2,Late,Online,Current
1451,2024-12-14,633,10,3,2,78.41,19.31,156.82,137.51,0,On Time,Online,Future
1452,2024-08-30,931,106,6,4,28.51,15.79,114.04,98.25,0,On Time,Online,Current
1453,2024-10-09,934,89,3,2,144.37,26.8,288.74,261.94,0,On Time,In-Store,Future
1454,2025-07-15,274,22,1,3,118.48,18.26,355.44,337.18,0,On Time,Click & Collect,Current
1455,2025-07-11,224,14,4,2,85.15,34.66,170.3,135.64,0,On Time,Online,Current
1456,2025-10-01,779,6,1,4,127.67,20.74,510.68,489.94,4,Late,Online,Current
1457,2024-12-09,852,84,6,1,108.1,6.53,108.1,101.57,0,On Time,Online,Current
1458,2024-03-16,670,95,2,3,168.8,29.85,506.4,476.55,0,On Time,Online,Future
1459,2024-10-04,500,112,3,2,167.65,17.0,335.3,318.3,0,On Time,Online,Current
1460,2024-09-02,925,27,6,4,148.3,17.25,593.2,575.95,0,On Time,Online,Current
1461,2025-11-13,296,115,4,1,131.17,1.98,131.17,129.19,0,On Time,In-Store,Current
1462,2024-03-19,332,32,2,3,183.92,6.68,551.76,545.08,0,On Time,Online,Future
1463,2025-01-11,442,23,3,3,87.41,8.58,262.23,253.65,0,On Time,Wholesale,Current
1464,2024-01-20,286,112,6,1,167.65,30.84,167.65,136.81,0,On Time,Click & Collect,Current
1465,2025-10-17,334,111,1,4,139.05,24.41,556.2,531.79,0,On Time,Click & Collect,Current
1466,2025-09-21,44,63,2,4,50.08,15.5,200.32,184.82,0,On Time,In-Store,Future
1467,2024-10-08,543,70,3,4,117.81,5.11,471.24,466.13,3,Late,Wholesale,Current
1468,2024-02-02,314,28,2,1,154.21,27.71,154.21,126.5,5,Late,In-Store,Current
1469,2025-12-01,75,36,1,3,162.38,18.36,487.14,468.78,0,On Time,Online,Current
1470,2025-02-08,935,78,1,3,57.86,1.7,173.58,171.88,2,Late,Wholesale,Current
1471,2024-06-12,71,62,6,3,180.58,21.87,541.74,519.87,0,On Time,Online,Future
1472,2024-06-16,953,72,6,2,141.82,12.94,283.64,270.7,1,Late,Online,Current
1473,2024-05-24,779,75,2,3,112.15,33.83,336.45,302.62,0,On Time,Online,Current
1474,2024-04-26,759,88,1,4,41.48,2.32,165.92,163.6,0,On Time,Wholesale,Current
1475,2025-11-09,180,48,3,2,94.16,8.79,188.32,179.53,0,On Time,Click & Collect,Current
1476,2024-08-22,450,23,6,1,87.41,3.73,87.41,83.68,0,On Time,Click & Collect,Current
1477,2025-12-25,873,110,6,2,159.94,30.41,319.88,289.47,0,On Time,Online,Current
1478,2025-03-24,439,10,3,4,78.41,29.93,313.64,283.71,0,On Time,Online,Current
1479,2025-11-26,443,40,5,1,35.44,6.95,35.44,28.49,0,On Time,Wholesale,Future
1480,2024-11-07,441,61,5,1,82.33,17.42,82.33,64.91,0,On Time,In-Store,Current
1481,2024-10-11,607,52,3,3,18.05,12.36,54.15,41.79,0,On Time,Online,Current
1482,2024-05-16,505,52,6,2,18.05,14.35,36.1,21.75,6,Late,Online,Current
1483,2024-03-04,617,17,4,4,141.85,33.59,567.4,533.81,1,Late,Online,Current
1484,2024-12-19,265,2,6,2,200.36,18.33,400.72,382.39,3,Late,Online,Current
1485,2024-08-15,535,52,6,4,18.05,7.89,72.2,64.31,0,On Time,Online,Current
1486,2024-12-04,906,69,6,4,82.06,19.84,328.24,308.4,0,On Time,In-Store,Future
1487,2024-10-27,855,45,3,4,29.58,8.92,118.32,109.4,0,On Time,Wholesale,Future
1488,2025-08-17,156,13,4,4,109.25,10.28,437.0,426.72,0,On Time,Online,Current
1489,2025-08-25,376,60,6,1,148.3,13.77,148.3,134.53,0,On Time,Online,Current
1490,2024-09-14,973,73,6,2,20.46,23.44,40.92,17.48,0,On Time,Online,Future
1491,2025-09-25,880,75,6,2,112.15,11.85,224.3,212.45,0,On Time,Online,Future
1492,2024-03-04,303,5,6,1,140.44,11.04,140.44,129.4,0,On Time,Online,Current
1493,2025-07-21,869,115,6,4,131.17,16.39,524.68,508.29,0,On Time,Online,Current
1494,2025-05-02,658,92,6,2,46.38,11.13,92.76,81.63,0,On Time,Online,Future
1495,2024-03-26,282,114,6,3,83.67,14.7,251.01,236.31,0,On Time,Online,Current
1496,2024-07-18,120,39,6,4,128.17,14.46,512.68,498.22,0,On Time,Online,Current
1497,2024-01-21,858,25,2,4,27.12,16.33,108.48,92.15,0,On Time,Online,Current
1498,2025-09-30,993,76,6,1,128.17,19.76,128.17,108.41,0,On Time,Online,Current
1499,2024-02-03,396,16,3,2,103.76,5.6,207.52,201.92,0,On Time,Online,Future
1500,2024-07-31,708,86,1,3,102.94,22.81,308.82,286.01,1,Late,Click & Collect,Current
1501,2024-07-23,418,116,1,2,159.24,19.04,318.48,299.44,7,Late,Online,Current
1502,2025-08-10,805,53,6,1,103.59,17.95,103.59,85.64,0,On Time,Online,Future
1503,2025-07-26,976,68,2,2,76.01,8.77,152.02,143.25,0,On Time,Click & Collect,Current
1504,2024-07-09,277,25,6,2,27.12,2.51,54.24,51.73,4,Late,Online,Current
1505,2025-09-06,374,28,2,3,154.21,7.04,462.63,455.59,2,Late,In-Store,Future
1506,2025-09-25,606,81,4,1,110.75,15.82,110.75,94.93,0,On Time,Online,Future
1507,2024-05-12,870,21,3,1,44.65,30.53,44.65,14.12,3,Late,In-Store,Current
1508,2025-10-27,169,50,4,4,97.72,14.06,390.88,376.82,0,On Time,Online,Future
1509,2024-04-16,221,87,6,2,80.57,21.1,161.14,140.04,1,Late,Online,Current
1510,2024-05-18,190,90,6,4,82.64,7.18,330.56,323.38,0,On Time,Online,Future
1511,2024-01-18,152,54,6,1,110.37,29.46,110.37,80.91,5,Late,Online,Current
1512,2025-07-02,219,89,6,3,144.37,6.93,433.11,426.18,0,On Time,Online,Future
1513,2025-10-15,356,76,6,3,128.17,17.49,384.51,367.02,0,On Time,Online,Current
1514,2025-11-12,965,87,2,3,80.57,8.98,241.71,232.73,0,On Time,Online,Current
1515,2025-05-25,945,19,6,3,118.63,30.36,355.89,325.53,0,On Time,Online,Future
1516,2024-09-18,774,33,6,1,219.29,6.34,219.29,212.95,0,On Time,Online,Future
1517,2024-03-15,445,111,2,4,139.05,17.06,556.2,539.14,5,Late,In-Store,Current
1518,2025-03-23,233,68,6,2,76.01,13.44,152.02,138.58,0,On Time,Online,Future
1519,2024-06-18,469,55,1,1,80.85,0.31,80.85,80.54,0,On Time,Online,Current
1520,2025-01-27,307,7,3,3,172.34,15.88,517.02,501.14,5,Late,Online,Current
1521,2024-05-29,1,8,6,3,62.57,30.3,187.71,157.41,0,On Time,Online,Future
1522,2024-07-31,458,88,5,4,41.48,3.5,165.92,162.42,1,Late,In-Store,Current
1523,2024-10-17,494,97,3,4,54.01,7.89,216.04,208.15,0,On Time,Online,Current
1524,2024-12-31,767,103,1,4,113.76,31.55,455.04,423.49,0,On Time,Click & Collect,Future
1525,2025-02-05,740,88,4,2,41.48,8.57,82.96,74.39,0,On Time,Click & Collect,Current
1526,2024-03-21,766,111,3,4,139.05,12.79,556.2,543.41,0,On Time,In-Store,Current
1527,2025-08-13,975,15,6,1,76.6,23.43,76.6,53.17,0,On Time,Online,Current
1528,2025-12-23,156,35,5,1,41.4,7.9,41.4,33.5,0,On Time,Online,Current
1529,2025-07-14,994,6,4,2,127.67,26.05,255.34,229.29,0,On Time,Online,Current
1530,2025-07-27,203,93,6,1,119.71,20.89,119.71,98.82,0,On Time,Online,Current
1531,2024-01-08,865,95,2,2,168.8,33.28,337.6,304.32,7,Late,In-Store,Current
1532,2024-08-30,224,98,1,2,192.94,22.79,385.88,363.09,0,On Time,Online,Future
1533,2025-08-13,392,75,6,3,112.15,24.9,336.45,311.55,0,On Time,Online,Current
1534,2024-12-14,765,12,6,3,177.18,2.72,531.54,528.82,0,On Time,Online,Future
1535,2024-07-14,671,41,6,1,110.65,15.09,110.65,95.56,0,On Time,Online,Current
1536,2025-08-12,324,80,4,2,119.07,16.64,238.14,221.5,0,On Time,Online,Current
1537,2025-08-17,640,38,3,3,97.97,3.8,293.91,290.11,0,On Time,Online,Future
1538,2025-07-10,88,58,3,4,118.61,26.87,474.44,447.57,0,On Time,Online,Future
1539,2025-03-28,125,7,4,1,172.34,7.36,172.34,164.98,0,On Time,In-Store,Current
1540,2024-01-02,111,63,1,1,50.08,2.57,50.08,47.51,0,On Time,Online,Future
1541,2024-07-03,68,3,6,4,182.39,21.21,729.56,708.35,0,On Time,In-Store,Current
1542,2024-03-05,195,31,2,4,64.76,14.04,259.04,245.0,3,Late,In-Store,Current
1543,2025-05-29,31,93,6,1,119.71,2.04,119.71,117.67,2,Late,Online,Current
1544,2025-12-09,140,26,6,1,117.76,34.75,117.76,83.01,0,On Time,Online,Current
1545,2024-12-13,864,78,3,1,57.86,19.09,57.86,38.77,0,On Time,Click & Collect,Current
1546,2025-11-28,53,115,6,3,131.17,13.15,393.51,380.36,5,Late,Click & Collect,Current
1547,2025-09-02,500,6,4,3,127.67,24.94,383.01,358.07,0,On Time,In-Store,Future
1548,2024-04-26,737,107,2,4,49.65,11.43,198.6,187.17,0,On Time,Click & Collect,Future
1549,2025-11-13,5,98,6,2,192.94,28.01,385.88,357.87,0,On Time,Online,Future
1550,2025-07-16,854,5,4,3,140.44,11.11,421.32,410.21,0,On Time,Online,Future
1551,2025-11-22,98,19,3,4,118.63,21.29,474.52,453.23,0,On Time,Click & Collect,Future
1552,2024-03-21,162,17,3,3,141.85,12.49,425.55,413.06,2,Late,Wholesale,Current
1553,2025-11-29,830,43,4,2,129.42,3.05,258.84,255.79,0,On Time,Click & Collect,Future
1554,2024-10-02,575,73,3,1,20.46,29.15,20.46,-8.69,2,Late,In-Store,Current
1555,2024-07-30,217,29,1,1,130.05,21.89,130.05,108.16,4,Late,Online,Current
1556,2024-03-27,978,105,1,4,45.95,21.13,183.8,162.67,0,On Time,Click & Collect,Future
1557,2025-03-24,601,97,6,3,54.01,9.76,162.03,152.27,3,Late,Online,Current
1558,2024-12-29,223,75,5,3,112.15,23.42,336.45,313.03,0,On Time,Online,Current
1559,2025-09-02,703,6,1,2,127.67,5.9,255.34,249.44,0,On Time,Online,Future
1560,2024-06-08,216,33,6,2,219.29,29.22,438.58,409.36,0,On Time,Online,Current
1561,2025-12-02,760,55,6,3,80.85,5.32,242.55,237.23,0,On Time,Online,Current
1562,2025-06-22,618,72,6,3,141.82,0.42,425.46,425.04,0,On Time,Online,Current
1563,2024-11-10,252,30,6,3,33.3,21.88,99.9,78.02,0,On Time,Online,Future
1564,2024-04-02,495,57,5,1,144.33,29.51,144.33,114.82,0,On Time,Wholesale,Current
1565,2024-07-19,847,51,3,1,110.62,16.57,110.62,94.05,0,On Time,Online,Current
1566,2024-06-24,587,57,3,3,144.33,25.21,432.99,407.78,0,On Time,Online,Future
1567,2025-04-26,603,96,1,4,44.65,20.46,178.6,158.14,0,On Time,Click & Collect,Future
1568,2024-03-07,808,104,3,1,154.04,5.24,154.04,148.8,0,On Time,Online,Future
1569,2025-11-27,406,116,3,2,159.24,13.96,318.48,304.52,0,On Time,In-Store,Future
1570,2025-01-09,186,33,4,2,219.29,6.85,438.58,431.73,0,On Time,In-Store,Current
1571,2024-06-18,21,11,2,3,40.32,12.47,120.96,108.49,0,On Time,Online,Future
1572,2024-09-11,554,8,1,3,62.57,5.3,187.71,182.41,0,On Time,Wholesale,Current
1573,2025-04-22,76,102,6,1,68.71,3.21,68.71,65.5,0,On Time,Online,Current
1574,2025-01-20,277,36,6,1,162.38,34.27,162.38,128.11,0,On Time,Online,Current
1575,2025-11-01,750,16,6,4,103.76,31.46,415.04,383.58,6,Late,Online,Current
1576,2024-06-18,330,109,4,1,65.96,11.4,65.96,54.56,0,On Time,Online,Current
1577,2025-11-23,457,32,6,2,183.92,17.53,367.84,350.31,2,Late,Online,Current
1578,2025-04-10,815,42,6,4,65.4,28.61,261.6,232.99,1,Late,Online,Current
1579,2024-04-18,629,55,3,1,80.85,25.93,80.85,54.92,0,On Time,Wholesale,Future
1580,2024-08-03,348,44,1,2,107.15,6.45,214.3,207.85,0,On Time,Online,Future
1581,2024-01-27,182,41,4,4,110.65,7.41,442.6,435.19,0,On Time,Online,Current
1582,2024-05-07,905,63,6,3,50.08,32.17,150.24,118.07,0,On Time,Online,Future
1583,2024-03-22,749,108,6,3,50.05,14.27,150.15,135.88,0,On Time,Online,Current
1584,2025-01-06,402,111,6,2,139.05,31.01,278.1,247.09,0,On Time,Online,Future
1585,2025-07-30,268,62,6,4,180.58,27.23,722.32,695.09,0,On Time,Online,Current
1586,2025-02-20,9,28,1,1,154.21,28.51,154.21,125.7,0,On Time,Online,Current
1587,2024-08-29,114,67,1,2,214.61,18.72,429.22,410.5,0,On Time,Online,Future
1588,2025-08-10,448,86,6,4,102.94,31.89,411.76,379.87,0,On Time,In-Store,Future
1589,2024-06-02,46,5,6,2,140.44,10.06,280.88,270.82,0,On Time,Online,Future
1590,2025-04-18,326,35,3,1,41.4,22.53,41.4,18.87,2,Late,Online,Current
1591,2024-02-22,797,19,6,4,118.63,28.17,474.52,446.35,0,On Time,Online,Current
1592,2024-03-14,566,77,4,2,132.93,17.32,265.86,248.54,0,On Time,Wholesale,Future
1593,2025-08-10,151,4,2,3,143.64,5.4,430.92,425.52,0,On Time,Online,Current
1594,2024-06-14,777,3,2,2,182.39,33.59,364.78,331.19,0,On Time,Click & Collect,Current
1595,2024-03-05,420,18,6,1,53.11,22.19,53.11,30.92,0,On Time,Online,Current
1596,2024-05-10,910,56,1,2,166.72,1.11,333.44,332.33,0,On Time,Online,Current
1597,2024-07-24,539,41,1,4,110.65,4.45,442.6,438.15,0,On Time,Online,Future
1598,2025-10-17,952,51,6,1,110.62,1.55,110.62,109.07,0,On Time,Online,Current
1599,2025-11-24,614,89,4,4,144.37,19.73,577.48,557.75,0,On Time,Online,Current
1600,2025-09-01,57,82,2,3,135.39,15.93,406.17,390.24,3,Late,Online,Current
1601,2025-12-19,877,10,6,1,78.41,16.64,78.41,61.77,0,On Time,Online,Current
1602,2025-11-26,270,56,3,4,166.72,16.27,666.88,650.61,0,On Time,Online,Future
1603,2024-06-21,900,100,6,1,91.89,26.34,91.89,65.55,0,On Time,Online,Future
1604,2024-12-24,211,63,2,3,50.08,20.21,150.24,130.03,0,On Time,Online,Future
1605,2025-06-18,238,99,1,1,170.64,27.1,170.64,143.54,0,On Time,In-Store,Current
1606,2024-08-20,968,119,6,2,21.52,16.87,43.04,26.17,0,On Time,Online,Current
1607,2025-05-05,234,48,6,4,94.16,1.13,376.64,375.51,0,On Time,Online,Future
1608,2025-10-15,715,9,2,1,102.79,18.44,102.79,84.35,0,On Time,Online,Future
1609,2025-08-14,326,66,6,4,105.25,0.33,421.0,420.67,0,On Time,Online,Current
1610,2025-01-19,963,13,6,1,109.25,21.51,109.25,87.74,0,On Time,Online,Future
1611,2025-10-04,54,70,2,4,117.81,18.21,471.24,453.03,0,On Time,Wholesale,Current
1612,2025-08-02,566,21,2,2,44.65,2.55,89.3,86.75,0,On Time,Wholesale,Future
1613,2025-11-09,815,1,6,3,125.71,19.24,377.13,357.89,0,On Time,Online,Future
1614,2025-07-04,674,4,1,4,143.64,1.2,574.56,573.36,2,Late,In-Store,Current
1615,2024-07-13,71,30,2,3,33.3,2.49,99.9,97.41,0,On Time,Online,Future
1616,2024-07-31,859,3,3,4,182.39,14.19,729.56,715.37,7,Late,In-Store,Current
1617,2024-11-21,62,79,5,1,174.91,26.29,174.91,148.62,7,Late,Online,Current
1618,2025-03-11,186,100,6,3,91.89,27.27,275.67,248.4,3,Late,Online,Current
1619,2025-02-08,451,57,3,3,144.33,10.96,432.99,422.03,1,Late,Online,Current
1620,2025-11-29,170,36,4,2,162.38,0.56,324.76,324.2,0,On Time,In-Store,Future
1621,2024-03-15,901,84,1,3,108.1,15.69,324.3,308.61,0,On Time,Online,Current
1622,2024-09-21,131,55,6,1,80.85,31.42,80.85,49.43,0,On Time,Online,Current
1623,2024-04-15,906,71,1,4,135.62,17.93,542.48,524.55,0,On Time,In-Store,Future
1624,2024-05-12,87,79,6,3,174.91,11.71,524.73,513.02,0,On Time,Online,Future
1625,2024-09-26,443,57,2,3,144.33,24.18,432.99,408.81,0,On Time,Click & Collect,Future
1626,2025-03-06,262,115,2,4,131.17,17.29,524.68,507.39,0,On Time,Online,Future
1627,2025-10-12,600,31,1,4,64.76,33.62,259.04,225.42,3,Late,In-Store,Current
1628,2024-11-21,18,45,5,4,29.58,31.47,118.32,86.85,0,On Time,Online,Current
1629,2024-09-14,444,27,2,4,148.3,2.4,593.2,590.8,0,On Time,Click & Collect,Current
1630,2024-10-02,877,108,2,2,50.05,20.54,100.1,79.56,0,On Time,Online,Current
1631,2024-06-19,219,74,4,1,120.32,4.47,120.32,115.85,7,Late,In-Store,Current
1632,2025-12-21,637,77,6,2,132.93,32.69,265.86,233.17,0,On Time,Online,Current
1633,2025-07-04,386,3,6,1,182.39,18.57,182.39,163.82,0,On Time,Online,Current
1634,2024-04-23,461,120,3,2,47.37,10.2,94.74,84.54,0,On Time,In-Store,Current
1635,2025-05-22,340,41,1,2,110.65,15.37,221.3,205.93,0,On Time,Click & Collect,Current
1636,2024-09-10,126,60,4,1,148.3,30.61,148.3,117.69,6,Late,Click & Collect,Current
1637,2024-12-12,813,27,6,2,148.3,5.88,296.6,290.72,0,On Time,Online,Current
1638,2024-04-11,269,19,4,4,118.63,10.08,474.52,464.44,1,Late,Online,Current
1639,2024-10-01,654,63,4,1,50.08,12.0,50.08,38.08,0,On Time,In-Store,Future
1640,2024-08-06,585,53,3,2,103.59,4.36,207.18,202.82,0,On Time,Online,Current
1641,2025-10-11,861,26,3,4,117.76,7.74,471.04,463.3,0,On Time,Click & Collect,Current
1642,2024-06-26,500,71,2,1,135.62,33.49,135.62,102.13,0,On Time,Wholesale,Future
1643,2024-11-12,356,102,3,2,68.71,9.2,137.42,128.22,0,On Time,Online,Current
1644,2024-11-19,365,45,2,4,29.58,14.84,118.32,103.48,0,On Time,Click & Collect,Future
1645,2024-04-14,362,35,3,3,41.4,1.67,124.2,122.53,0,On Time,Online,Current
1646,2025-05-04,226,73,2,2,20.46,12.98,40.92,27.94,0,On Time,Wholesale,Current
1647,2025-12-05,38,99,2,1,170.64,3.91,170.64,166.73,0,On Time,In-Store,Future
1648,2025-03-17,507,38,6,1,97.97,33.19,97.97,64.78,0,On Time,Click & Collect,Current
1649,2025-06-08,730,3,6,2,182.39,2.83,364.78,361.95,0,On Time,Online,Current
1650,2024-07-22,993,42,2,1,65.4,23.36,65.4,42.04,0,On Time,Wholesale,Future
1651,2024-11-02,535,112,6,4,167.65,13.55,670.6,657.05,0,On Time,Online,Current
1652,2025-08-12,913,6,3,2,127.67,6.22,255.34,249.12,0,On Time,Online,Future
1653,2024-03-30,774,61,6,3,82.33,10.69,246.99,236.3,0,On Time,Online,Future
1654,2024-09-04,736,3,1,1,182.39,33.77,182.39,148.62,2,Late,Online,Current
1655,2024-10-17,66,67,6,4,214.61,0.15,858.44,858.29,0,On Time,Online,Future
1656,2024-10-14,500,31,2,2,64.76,2.84,129.52,126.68,0,On Time,In-Store,Current
1657,2025-12-25,105,46,6,2,117.41,7.28,234.82,227.54,0,On Time,Online,Future
1658,2025-03-23,729,77,6,4,132.93,14.13,531.72,517.59,0,On Time,Online,Future
1659,2024-06-20,295,118,6,4,167.17,30.65,668.68,638.03,2,Late,Online,Future
1660,2025-08-13,231,92,6,4,46.38,28.35,185.52,157.17,0,On Time,Online,Current
1661,2024-08-27,851,93,1,2,119.71,25.77,239.42,213.65,0,On Time,Online,Current
1662,2024-08-09,1,55,6,2,80.85,11.96,161.7,149.74,1,Late,Online,Current
1663,2025-05-24,234,60,6,4,148.3,28.72,593.2,564.48,0,On Time,Online,Future
1664,2025-11-10,716,61,5,2,82.33,2.59,164.66,162.07,0,On Time,Online,Future
1665,2024-04-15,896,79,5,2,174.91,21.72,349.82,328.1,3,Late,Online,Current
1666,2025-11-21,33,25,6,1,27.12,4.38,27.12,22.74,0,On Time,Online,Current
1667,2025-01-17,892,101,1,2,123.75,30.49,247.5,217.01,0,On Time,Click & Collect,Future
1668,2024-03-19,699,62,6,4,180.58,24.56,722.32,697.76,0,On Time,Online,Current
1669,2025-08-31,961,16,5,1,103.76,1.57,103.76,102.19,0,On Time,Online,Current
1670,2024-01-10,804,30,4,4,33.3,27.24,133.2,105.96,0,On Time,Online,Future
