ticket_id,customer_id,order_id,ticket_created_date,ticket_category,priority,resolution_hours,csat_score,scenario_phase
454,811,11707,2025-08-29,Order Status,Critical,90,6,Current
455,567,10194,2025-07-21,Damaged Product,Low,86,6,Current
456,304,6902,2025-06-16,Wrong Item,Medium,50,5,Current
457,745,10067,2025-02-04,Stock Availability,Medium,72,6,Current
458,41,3314,2025-04-21,Damaged Product,Low,53,4,Current
459,450,7778,2025-10-13,Wrong Item,Medium,88,7,Current
460,566,8503,2025-12-28,Order Status,Medium,30,7,Future
461,852,2370,2025-09-15,Stock Availability,Medium,34,4,Current
462,981,5209,2024-06-28,Refund Request,Medium,87,7,Current
463,212,3417,2025-01-25,Damaged Product,Medium,75,7,Current
464,876,7970,2025-09-22,Refund Request,High,69,5,Current
465,304,8550,2024-11-20,Stock Availability,High,58,5,Current
466,483,9659,2025-09-24,Late Delivery,Medium,66,7,Current
467,181,10352,2025-08-03,Wrong Item,High,86,6,Current
468,922,2037,2025-06-03,Damaged Product,Low,73,6,Current
469,537,7149,2025-04-24,Late Delivery,Medium,45,4,Current
470,633,7093,2025-12-11,Order Status,Medium,9,9,Future
471,590,1364,2025-12-14,Order Status,High,8,8,Future
472,816,1909,2024-11-19,Stock Availability,Critical,57,4,Current
473,844,10399,2025-05-28,Refund Request,High,26,4,Current
474,846,8855,2025-11-25,Refund Request,Medium,65,5,Current
475,966,8448,2025-10-08,Refund Request,Low,11,8,Future
476,941,6051,2025-07-05,Late Delivery,Critical,81,7,Current
477,612,4480,2025-11-19,Refund Request,Medium,93,3,Current
478,188,5467,2025-10-17,Late Delivery,Low,29,7,Current
479,923,6989,2025-06-18,Late Delivery,Critical,66,6,Current
480,416,10918,2025-05-16,Order Status,Low,8,8,Future
481,854,3721,2025-08-18,Stock Availability,Medium,12,9,Future
482,948,11388,2025-07-08,Damaged Product,Medium,34,9,Future
483,472,3553,2024-12-26,Stock Availability,High,62,7,Current
484,348,4124,2025-12-08,Late Delivery,Medium,33,7,Current
485,143,8737,2025-11-03,Refund Request,Medium,65,3,Current
486,492,7521,2025-03-08,Order Status,Medium,13,8,Future
487,425,5922,2025-04-27,Late Delivery,Medium,96,5,Current
488,433,11086,2025-11-28,Refund Request,High,7,7,Future
489,529,4971,2025-03-31,Late Delivery,Medium,82,5,Current
490,797,5310,2025-03-24,Late Delivery,High,53,4,Current
491,519,7914,2025-07-28,Stock Availability,Medium,17,9,Future
492,171,5176,2025-05-21,Late Delivery,Critical,26,5,Current
493,981,7174,2025-11-22,Wrong Item,Medium,89,5,Current
494,398,10636,2025-10-31,Stock Availability,Low,45,4,Current
495,356,5737,2025-03-31,Refund Request,High,75,6,Current
496,524,10381,2025-10-11,Stock Availability,High,78,5,Current
497,313,9782,2025-09-14,Wrong Item,Medium,32,6,Current
498,549,1680,2025-10-29,Late Delivery,Medium,90,7,Current
499,720,11638,2025-03-31,Refund Request,High,34,5,Current
500,679,5537,2025-12-16,Late Delivery,Medium,13,9,Future
501,62,9395,2025-05-28,Refund Request,Medium,66,3,Current
502,230,9581,2025-07-22,Refund Request,Critical,75,4,Current
503,645,10788,2025-05-12,Late Delivery,High,79,5,Current
504,113,992,2025-11-30,Late Delivery,High,53,7,Current
505,658,7884,2025-10-04,Order Status,Medium,77,4,Current
506,34,5625,2025-02-17,Refund Request,Critical,86,3,Current
507,425,2109,2025-01-21,Refund Request,Medium,20,7,Future
508,795,5417,2024-06-06,Order Status,Medium,14,7,Future
509,568,414,2025-02-26,Refund Request,Medium,32,7,Current
510,243,11644,2025-09-04,Late Delivery,Medium,6,7,Future
511,364,1310,2025-10-22,Late Delivery,Medium,21,8,Future
512,307,7420,2024-06-26,Order Status,Medium,7,8,Future
513,287,8741,2025-01-15,Refund Request,High,11,8,Future
514,693,5316,2025-05-05,Late Delivery,Critical,26,4,Current
515,746,5452,2025-12-17,Refund Request,Medium,54,7,Current
516,337,6956,2025-12-20,Refund Request,Medium,48,7,Current
517,44,5854,2024-09-10,Refund Request,Low,23,10,Future
518,563,1043,2025-12-29,Order Status,High,65,3,Current
519,120,6867,2025-12-07,Stock Availability,Medium,52,4,Current
520,114,4080,2024-06-15,Refund Request,Medium,47,5,Current
521,313,6404,2025-09-30,Damaged Product,Critical,53,5,Current
522,592,923,2025-03-02,Late Delivery,Critical,47,3,Current
523,129,10329,2025-11-19,Damaged Product,High,10,10,Future
524,992,11475,2025-11-23,Late Delivery,High,82,7,Current
525,644,9462,2025-11-13,Late Delivery,Medium,22,7,Current
526,750,6386,2024-12-21,Order Status,High,24,9,Future
527,216,11476,2025-05-31,Late Delivery,Medium,42,5,Current
528,848,6198,2025-07-28,Wrong Item,Critical,38,5,Current
529,220,6159,2025-05-27,Stock Availability,Medium,6,9,Future
530,604,4077,2025-08-26,Order Status,Low,20,3,Current
531,943,11412,2025-12-21,Wrong Item,High,48,4,Current
532,211,2730,2025-08-01,Late Delivery,Critical,36,6,Current
533,758,6917,2025-11-09,Order Status,Low,17,9,Future
534,592,6811,2025-09-14,Late Delivery,High,76,6,Current
535,804,1670,2024-04-05,Order Status,High,12,10,Future
536,317,10334,2025-12-15,Order Status,Medium,34,9,Future
537,309,1133,2025-02-16,Late Delivery,Critical,37,3,Current
538,231,2051,2025-12-25,Damaged Product,Medium,32,9,Future
539,991,9195,2025-11-24,Order Status,Low,17,8,Future
540,862,6942,2025-07-04,Order Status,Medium,22,10,Future
541,523,8458,2025-10-28,Wrong Item,Low,70,5,Current
542,913,10361,2025-10-06,Order Status,Medium,10,10,Future
543,15,9633,2025-05-05,Order Status,Medium,31,10,Future
544,189,4920,2025-03-09,Refund Request,Low,33,8,Future
545,740,2318,2025-11-28,Damaged Product,Medium,6,9,Future
546,363,11382,2025-12-01,Wrong Item,High,26,4,Current
547,538,9769,2025-12-29,Order Status,Low,31,9,Future
548,939,1873,2025-11-04,Stock Availability,High,94,5,Current
549,185,2874,2025-07-07,Refund Request,Medium,57,5,Current
550,607,9447,2025-07-27,Order Status,High,30,6,Current
551,48,10747,2025-10-14,Order Status,Medium,31,10,Future
552,992,4953,2025-12-12,Stock Availability,High,43,5,Current
553,632,2928,2025-11-10,Wrong Item,Medium,36,9,Future
554,921,11041,2024-12-20,Late Delivery,Critical,42,3,Current
555,169,3753,2024-11-25,Wrong Item,High,75,7,Current
556,530,4267,2025-06-22,Late Delivery,Medium,18,7,Future
557,324,5394,2025-09-15,Refund Request,High,60,3,Current
558,844,10561,2025-11-15,Order Status,Medium,67,3,Current
559,221,8075,2025-08-05,Damaged Product,Medium,63,6,Current
560,761,776,2024-12-03,Order Status,Medium,13,10,Future
561,181,9421,2025-02-26,Late Delivery,Medium,91,7,Current
562,818,257,2024-12-20,Late Delivery,Critical,9,10,Future
563,545,8219,2025-12-21,Damaged Product,Medium,33,6,Current
564,603,3968,2025-08-28,Order Status,Critical,85,7,Current
565,407,11645,2025-07-26,Late Delivery,Low,23,10,Future
566,94,11632,2025-01-07,Stock Availability,Critical,9,8,Future
567,679,3180,2024-12-20,Late Delivery,High,56,5,Current
568,366,566,2025-12-16,Wrong Item,Low,15,8,Future
569,140,89,2025-10-31,Wrong Item,Medium,66,5,Current
570,447,7936,2025-03-29,Wrong Item,High,66,7,Current
571,102,856,2024-06-12,Late Delivery,High,69,7,Current
572,965,3896,2025-11-09,Order Status,High,27,3,Current
573,637,2740,2025-03-08,Late Delivery,Medium,86,7,Current
574,539,10219,2025-11-23,Order Status,Low,26,9,Future
575,151,4737,2025-11-16,Damaged Product,Medium,26,4,Current
576,729,9160,2025-03-25,Refund Request,Medium,32,3,Current
577,115,9926,2024-12-14,Order Status,Medium,33,8,Future
578,356,1643,2024-12-07,Damaged Product,High,81,4,Current
579,833,6861,2024-11-10,Late Delivery,Medium,81,6,Current
580,553,1412,2025-08-08,Order Status,Low,40,5,Current
581,567,11575,2025-09-04,Damaged Product,Low,77,6,Current
582,746,6623,2025-10-26,Stock Availability,High,39,6,Current
583,289,5978,2025-08-15,Order Status,High,69,5,Current
584,378,2643,2025-04-12,Refund Request,High,90,5,Current
585,51,6218,2025-07-14,Late Delivery,Medium,81,3,Current
586,817,3219,2025-01-14,Damaged Product,Medium,81,6,Current
587,728,14,2025-08-02,Late Delivery,Medium,32,7,Future
588,83,7003,2025-06-27,Refund Request,High,35,7,Current
589,897,3377,2025-09-18,Refund Request,High,13,9,Future
590,523,3321,2025-08-08,Order Status,Low,36,7,Future
591,445,7124,2025-10-06,Order Status,Low,24,7,Future
592,819,2641,2025-09-01,Order Status,High,31,7,Future
593,236,8432,2025-10-28,Order Status,High,13,10,Future
594,129,10329,2025-09-20,Wrong Item,Low,17,7,Future
595,416,10168,2025-10-13,Late Delivery,Low,18,6,Current
596,981,9427,2024-11-21,Damaged Product,Medium,33,8,Future
597,774,1516,2025-01-22,Order Status,Low,14,8,Future
598,394,5296,2025-10-16,Damaged Product,High,58,4,Current
599,360,6419,2025-06-10,Late Delivery,Medium,48,3,Current
600,742,11259,2025-12-06,Late Delivery,Critical,29,5,Current
601,919,6217,2025-07-30,Refund Request,Low,41,5,Current
602,25,5991,2024-12-01,Wrong Item,Low,26,8,Future
603,581,5600,2025-10-28,Late Delivery,Medium,94,7,Current
604,474,7695,2024-09-24,Order Status,High,80,4,Current
605,502,4398,2025-12-24,Refund Request,Medium,64,6,Current
606,439,2027,2024-08-17,Refund Request,Low,65,4,Current
607,602,3293,2025-08-16,Late Delivery,Medium,88,4,Current
608,547,5852,2025-08-23,Late Delivery,High,90,4,Current
609,117,5546,2025-11-06,Damaged Product,High,42,5,Current
610,139,2257,2025-11-20,Late Delivery,High,32,7,Current
611,114,4080,2025-02-14,Refund Request,Critical,29,3,Current
612,748,7245,2025-09-09,Stock Availability,High,61,4,Current
613,675,9905,2024-09-05,Order Status,Medium,71,7,Current
614,950,10513,2025-07-14,Late Delivery,High,25,6,Current
615,737,9856,2025-12-06,Refund Request,Critical,79,6,Current
616,728,894,2025-03-02,Stock Availability,Medium,21,5,Current
617,289,728,2025-10-15,Stock Availability,Medium,50,4,Current
618,21,6464,2025-10-26,Stock Availability,Low,44,7,Current
619,315,8652,2025-12-11,Refund Request,Low,8,9,Future
620,636,858,2025-05-20,Refund Request,Medium,23,7,Future
621,283,9405,2025-12-14,Stock Availability,High,69,3,Current
622,830,7476,2025-06-05,Late Delivery,Medium,22,7,Future
623,147,7817,2025-12-14,Refund Request,Medium,46,4,Current
624,50,5848,2025-11-28,Stock Availability,Medium,42,5,Current
625,277,9890,2025-03-22,Late Delivery,Critical,85,4,Current
626,800,797,2025-12-03,Order Status,Medium,23,9,Future
627,664,2460,2025-10-29,Order Status,High,13,7,Future
628,819,8205,2025-05-27,Damaged Product,Medium,24,5,Current
629,890,8585,2024-06-02,Refund Request,Low,20,7,Future
630,658,10615,2024-04-01,Damaged Product,Medium,63,7,Current
631,365,6066,2025-08-03,Late Delivery,High,93,6,Current
632,654,5135,2025-06-19,Damaged Product,Medium,91,4,Current
633,770,1694,2025-12-12,Wrong Item,Low,50,7,Current
634,916,774,2025-09-23,Refund Request,Low,79,7,Current
635,386,7933,2024-07-22,Order Status,Medium,13,7,Future
636,84,7828,2025-05-22,Stock Availability,High,65,3,Current
637,119,9429,2024-08-11,Refund Request,Critical,69,7,Current
638,503,5946,2024-09-09,Order Status,Medium,15,9,Future
639,830,7476,2025-07-03,Order Status,High,33,7,Future
640,676,5342,2025-12-01,Damaged Product,Medium,60,3,Current
641,727,1079,2025-07-30,Damaged Product,High,30,7,Future
642,498,9766,2025-09-13,Late Delivery,Medium,20,5,Current
643,793,10783,2025-02-10,Late Delivery,High,14,7,Future
644,809,8733,2025-07-29,Order Status,Medium,33,7,Future
645,87,487,2025-12-19,Late Delivery,Medium,24,8,Future
646,987,5259,2025-06-30,Late Delivery,Low,20,8,Future
647,148,11075,2025-12-15,Damaged Product,Medium,59,3,Current
648,828,10230,2025-11-25,Wrong Item,Medium,23,8,Future
649,90,9233,2025-12-10,Refund Request,Critical,68,7,Current
650,828,2131,2024-09-19,Damaged Product,High,86,6,Current
651,941,3392,2025-12-22,Refund Request,High,7,7,Future
652,121,5523,2025-09-20,Order Status,Medium,31,7,Future
653,374,9638,2025-11-02,Wrong Item,Medium,12,10,Future
654,190,1939,2024-12-13,Refund Request,Low,22,10,Future
655,455,4827,2025-11-16,Damaged Product,Critical,87,3,Current
656,311,7522,2025-12-01,Refund Request,Critical,25,9,Future
657,917,6049,2024-03-23,Order Status,Medium,33,7,Future
658,894,8094,2025-09-02,Damaged Product,Medium,18,4,Current
659,452,7340,2025-06-30,Damaged Product,Medium,66,3,Current
660,84,7693,2025-03-23,Damaged Product,High,65,7,Current
661,449,11544,2025-12-21,Refund Request,Low,78,7,Current
662,627,689,2025-10-18,Stock Availability,High,58,7,Current
663,107,9292,2024-12-17,Stock Availability,High,7,9,Future
664,936,7505,2025-04-17,Stock Availability,Medium,29,7,Future
665,219,1219,2025-12-25,Stock Availability,High,82,7,Current
666,485,315,2025-12-18,Damaged Product,Critical,26,3,Current
667,40,7984,2025-02-14,Late Delivery,Medium,51,5,Current
668,686,2483,2025-11-22,Late Delivery,Low,72,3,Current
669,798,4968,2025-11-07,Late Delivery,Medium,92,3,Current
670,343,3205,2025-10-07,Stock Availability,High,87,6,Current
671,875,5174,2025-11-16,Stock Availability,Medium,38,3,Current
672,223,483,2025-07-20,Stock Availability,Medium,22,7,Current
673,441,7392,2025-12-12,Late Delivery,Medium,32,7,Current
674,833,227,2025-07-06,Stock Availability,High,47,6,Current
675,801,2360,2025-10-07,Order Status,High,57,7,Current
676,192,5476,2025-10-16,Stock Availability,Medium,90,4,Current
677,896,2952,2025-02-26,Stock Availability,Medium,62,4,Current
678,666,7894,2024-10-08,Late Delivery,Critical,48,7,Current
679,577,3395,2025-07-11,Order Status,High,87,7,Current
680,417,11347,2025-10-13,Late Delivery,Medium,73,5,Current
681,325,2288,2025-12-22,Late Delivery,Low,20,7,Current
682,918,6106,2025-07-24,Late Delivery,Low,21,7,Future
683,680,3923,2025-12-17,Order Status,Low,25,10,Future
684,309,721,2025-03-12,Refund Request,Low,53,7,Current
685,133,3809,2025-03-09,Order Status,Medium,93,6,Current
686,855,11973,2025-09-29,Refund Request,High,95,3,Current
687,49,11508,2025-12-23,Stock Availability,High,38,5,Current
688,723,5302,2025-04-05,Late Delivery,High,49,6,Current
689,388,4108,2025-09-19,Refund Request,Medium,19,8,Future
690,762,535,2025-08-22,Damaged Product,Critical,6,9,Future
691,316,6291,2024-04-10,Damaged Product,Low,24,8,Future
692,84,1178,2025-11-17,Wrong Item,High,93,5,Current
693,390,5555,2025-11-22,Damaged Product,Critical,90,4,Current
694,958,6406,2025-11-13,Stock Availability,Medium,63,4,Current
695,169,835,2024-11-03,Late Delivery,Low,84,5,Current
696,436,4936,2025-02-14,Late Delivery,Low,32,6,Current
697,382,4811,2025-10-26,Damaged Product,Medium,8,9,Future
698,235,9484,2025-07-15,Wrong Item,Medium,65,7,Current
699,382,3009,2025-10-09,Order Status,Medium,29,10,Future
700,555,4858,2025-06-05,Order Status,High,20,10,Future
701,566,11477,2025-10-19,Refund Request,High,92,3,Current
702,949,608,2025-04-10,Late Delivery,Critical,80,4,Current
703,605,11225,2025-12-27,Order Status,High,17,9,Future
704,639,11704,2024-11-16,Damaged Product,Critical,46,7,Current
705,143,8737,2024-08-03,Order Status,Critical,27,5,Current
706,898,494,2025-04-18,Refund Request,High,86,4,Current
707,939,1700,2025-05-16,Refund Request,High,18,10,Future
708,179,8671,2025-03-19,Order Status,High,21,7,Future
709,491,7,2025-12-12,Late Delivery,Low,36,3,Current
710,256,10179,2025-04-13,Refund Request,Medium,87,5,Current
711,158,1331,2025-05-19,Late Delivery,Medium,74,4,Current
712,50,6857,2025-08-23,Late Delivery,High,63,4,Current
713,581,7255,2025-10-25,Late Delivery,Medium,25,9,Future
714,911,2850,2025-12-09,Order Status,High,87,5,Current
715,761,9598,2025-08-12,Damaged Product,High,22,5,Current
716,381,594,2024-04-26,Order Status,Low,17,7,Future
717,200,5681,2025-12-25,Refund Request,High,30,3,Current
718,781,7916,2025-12-26,Wrong Item,Medium,30,5,Current
719,682,75,2025-12-28,Wrong Item,Medium,16,10,Future
720,508,3994,2025-05-07,Stock Availability,Low,70,6,Current
721,778,2851,2024-08-02,Late Delivery,High,47,3,Current
722,129,7718,2025-12-30,Refund Request,High,30,7,Future
723,521,5870,2025-04-25,Late Delivery,High,74,6,Current
724,83,5632,2025-07-18,Order Status,Medium,12,7,Future
725,821,1032,2025-09-08,Stock Availability,High,63,7,Current
726,606,2946,2025-12-19,Stock Availability,Low,38,4,Current
727,321,4483,2025-04-04,Order Status,Medium,29,7,Future
728,474,7695,2025-05-04,Damaged Product,Medium,84,6,Current
729,361,7331,2025-11-27,Stock Availability,Low,50,3,Current
730,250,6156,2025-10-07,Late Delivery,High,69,6,Current
731,586,11533,2024-06-23,Stock Availability,High,70,4,Current
732,874,1339,2025-08-21,Wrong Item,Medium,38,6,Current
733,351,886,2025-03-22,Late Delivery,High,52,3,Current
734,16,10765,2024-11-27,Late Delivery,Medium,74,3,Current
735,422,5326,2025-05-25,Late Delivery,Low,35,6,Current
736,514,1930,2025-07-17,Late Delivery,High,70,3,Current
737,992,237,2024-05-12,Order Status,Medium,31,9,Future
738,471,10990,2025-06-15,Order Status,Medium,19,8,Future
739,308,1838,2024-11-08,Late Delivery,High,31,3,Current
740,634,8521,2025-08-09,Order Status,Medium,10,9,Future
741,648,1786,2025-08-17,Damaged Product,Low,58,5,Current
742,750,1289,2025-05-09,Stock Availability,High,72,6,Current
743,290,8597,2025-06-17,Stock Availability,Low,19,8,Future
744,462,3974,2025-10-16,Damaged Product,Medium,29,5,Current
745,40,654,2025-04-27,Late Delivery,Low,88,5,Current
746,902,6043,2025-05-26,Refund Request,High,7,7,Future
747,403,5498,2025-09-16,Late Delivery,Critical,44,5,Current
748,657,8451,2025-04-20,Stock Availability,Critical,94,7,Current
749,41,9874,2025-12-25,Order Status,Medium,54,6,Current
750,826,9944,2024-07-21,Late Delivery,Medium,67,4,Current
751,84,7286,2025-09-07,Stock Availability,High,48,7,Current
752,157,8309,2024-09-09,Damaged Product,High,30,5,Current
753,934,11337,2025-09-19,Refund Request,Medium,63,3,Current
754,146,3001,2025-06-19,Damaged Product,High,63,5,Current
755,271,7879,2025-10-02,Refund Request,High,34,9,Future
756,83,1370,2025-12-29,Late Delivery,High,84,7,Current
757,531,5562,2025-10-11,Late Delivery,Medium,21,8,Future
758,215,9090,2025-10-01,Late Delivery,Medium,96,7,Current
759,791,6399,2025-02-12,Order Status,Medium,59,4,Current
760,257,11809,2025-12-01,Late Delivery,Low,56,4,Current
761,923,3343,2024-12-29,Wrong Item,Critical,74,5,Current
762,664,7717,2024-09-01,Damaged Product,High,31,6,Current
763,15,9633,2024-05-14,Order Status,Medium,20,8,Future
764,981,7174,2025-05-04,Late Delivery,High,78,5,Current
765,34,7066,2025-04-13,Damaged Product,Low,28,7,Future
766,547,7060,2025-07-10,Refund Request,Medium,19,3,Current
767,930,3203,2025-07-01,Refund Request,Medium,52,3,Current
768,8,9862,2025-05-09,Refund Request,High,53,3,Current
769,11,4823,2025-03-10,Refund Request,Medium,80,5,Current
770,871,211,2025-10-02,Wrong Item,Low,6,10,Future
771,157,2040,2025-11-16,Wrong Item,Low,6,7,Future
772,567,6829,2025-11-18,Order Status,Medium,12,9,Future
773,604,5864,2025-12-03,Order Status,High,49,6,Current
774,944,2120,2025-07-20,Refund Request,Critical,80,7,Current
775,526,2682,2025-10-03,Order Status,Critical,49,3,Current
776,586,153,2025-03-22,Late Delivery,Medium,37,5,Current
777,35,5199,2025-12-03,Late Delivery,High,30,5,Current
778,916,7296,2025-05-28,Order Status,Medium,34,8,Future
779,637,172,2025-02-16,Order Status,Medium,17,9,Future
780,922,3986,2025-03-06,Order Status,High,13,7,Future
781,609,9443,2025-05-01,Order Status,Low,20,9,Future
782,180,9246,2025-07-14,Damaged Product,High,87,7,Current
783,906,4350,2025-01-14,Refund Request,Medium,31,10,Future
784,948,11057,2025-10-13,Late Delivery,Medium,56,6,Current
785,769,4358,2025-11-21,Late Delivery,Medium,26,5,Current
786,428,9554,2025-12-07,Order Status,Low,25,7,Future
787,241,24,2025-03-23,Refund Request,Medium,81,6,Current
788,139,11220,2025-10-08,Order Status,High,42,5,Current
789,471,10147,2025-06-18,Order Status,Low,8,8,Future
790,565,10280,2025-08-13,Order Status,Medium,72,5,Current
791,766,7430,2025-08-10,Stock Availability,High,92,6,Current
792,570,8268,2025-09-18,Stock Availability,Medium,12,10,Future
793,394,2837,2025-12-18,Late Delivery,High,41,3,Current
794,321,3077,2025-12-10,Stock Availability,Medium,22,10,Future
795,117,935,2025-07-29,Stock Availability,Critical,64,7,Current
796,495,2506,2024-07-25,Wrong Item,Critical,15,10,Future
797,73,1177,2025-03-18,Refund Request,Medium,19,7,Future
798,530,9256,2024-09-07,Late Delivery,Medium,38,6,Current
799,833,227,2025-10-13,Stock Availability,Medium,56,5,Current
800,767,1968,2025-02-08,Damaged Product,High,83,4,Current
801,542,350,2025-02-23,Stock Availability,Medium,18,7,Future
802,601,10343,2025-08-11,Refund Request,Low,20,9,Future
803,237,6854,2025-11-17,Damaged Product,High,21,5,Current
804,970,10716,2025-12-18,Wrong Item,Medium,19,8,Future
805,251,11096,2025-12-15,Late Delivery,Low,96,7,Current
806,244,3089,2025-04-12,Stock Availability,Medium,33,6,Current
807,751,7764,2024-03-18,Refund Request,High,51,7,Current
808,995,1344,2025-06-26,Late Delivery,Critical,24,6,Current
809,262,1978,2025-08-26,Damaged Product,Low,31,10,Future
810,873,9456,2025-12-23,Order Status,Medium,70,6,Current
811,79,1041,2025-11-23,Refund Request,Low,68,5,Current
812,680,734,2025-10-18,Order Status,Low,30,4,Current
813,639,2203,2024-02-14,Late Delivery,Medium,23,6,Current
814,304,6902,2025-08-11,Late Delivery,Medium,89,6,Current
815,19,10685,2025-09-23,Order Status,Medium,19,7,Future
816,520,10456,2025-06-23,Late Delivery,High,32,7,Current
817,490,6732,2025-09-25,Late Delivery,Critical,42,5,Current
818,5,5185,2025-08-28,Late Delivery,Medium,77,7,Current
819,593,7610,2025-04-10,Refund Request,High,29,5,Current
820,408,6133,2025-12-26,Refund Request,Low,12,8,Future
821,861,2353,2025-12-17,Refund Request,Medium,18,4,Current
822,499,6260,2024-11-19,Late Delivery,High,78,5,Current
823,908,5341,2025-08-01,Order Status,Medium,90,5,Current
824,895,3043,2025-09-23,Late Delivery,High,63,3,Current
825,554,63,2025-06-10,Refund Request,High,46,4,Current
826,242,2505,2025-10-07,Refund Request,Low,34,6,Current
827,356,4304,2025-05-03,Late Delivery,High,46,6,Current
828,61,8299,2024-03-12,Order Status,Critical,11,7,Future
829,336,2722,2024-09-13,Stock Availability,Medium,20,7,Current
830,783,7201,2024-10-06,Late Delivery,Medium,62,5,Current
831,116,10977,2025-07-04,Order Status,Medium,21,7,Future
832,852,2370,2025-09-08,Refund Request,Critical,80,7,Current
833,676,1204,2025-07-09,Late Delivery,High,18,4,Current
834,744,5954,2025-07-24,Order Status,Low,35,8,Future
835,279,11830,2025-07-23,Order Status,Medium,17,9,Future
836,457,6855,2025-06-23,Damaged Product,Critical,30,7,Current
837,815,6552,2025-11-02,Stock Availability,Medium,83,6,Current
838,902,419,2025-12-24,Late Delivery,Medium,21,6,Current
839,985,3492,2025-01-12,Stock Availability,Medium,79,6,Current
840,623,8183,2025-11-03,Refund Request,Critical,8,7,Future
841,796,1189,2024-11-06,Damaged Product,High,42,4,Current
842,546,8647,2025-08-18,Stock Availability,Low,27,8,Future
843,837,9822,2025-11-05,Stock Availability,Medium,93,5,Current
844,108,6575,2025-11-04,Late Delivery,Medium,46,6,Current
845,179,8671,2025-09-01,Order Status,Medium,24,7,Future
846,42,4128,2025-12-20,Late Delivery,Low,85,3,Current
847,652,3723,2024-03-08,Refund Request,Low,81,3,Current
848,62,2322,2025-08-22,Order Status,Critical,18,3,Current
849,205,415,2024-09-20,Wrong Item,High,40,5,Current
850,551,6595,2025-07-11,Order Status,Critical,10,10,Future
851,16,5070,2025-09-23,Late Delivery,High,93,7,Current
852,419,17,2025-04-28,Damaged Product,Medium,18,9,Future
853,120,8743,2025-06-17,Stock Availability,Medium,24,7,Future
854,181,11148,2024-09-20,Stock Availability,High,49,5,Current
855,998,8540,2025-08-21,Damaged Product,High,39,5,Current
856,317,4978,2025-11-13,Order Status,Low,20,9,Future
857,602,7636,2025-11-06,Late Delivery,Low,13,9,Future
858,206,11132,2025-10-14,Stock Availability,High,80,3,Current
859,429,7985,2025-12-21,Stock Availability,High,33,3,Current
860,260,9867,2025-11-17,Order Status,Medium,61,3,Current
861,845,2094,2025-03-11,Refund Request,Medium,30,3,Current
862,766,8583,2025-01-27,Damaged Product,Medium,54,5,Current
863,622,766,2025-10-30,Damaged Product,Medium,93,6,Current
864,9,2660,2025-11-21,Refund Request,Medium,75,5,Current
865,514,169,2025-06-26,Order Status,High,52,5,Current
866,154,5260,2025-10-09,Late Delivery,Medium,74,5,Current
867,184,8566,2025-06-16,Stock Availability,Medium,44,4,Current
868,602,761,2025-04-25,Order Status,Low,13,9,Future
869,524,631,2025-07-01,Late Delivery,Low,28,5,Current
870,189,11946,2025-01-26,Late Delivery,High,65,3,Current
871,984,11525,2025-11-19,Order Status,High,32,4,Current
872,716,11570,2025-11-23,Order Status,Low,11,10,Future
873,746,3456,2025-12-01,Late Delivery,High,73,7,Current
874,954,5305,2025-11-26,Refund Request,High,73,7,Current
875,704,5444,2025-07-07,Late Delivery,Low,63,6,Current
876,586,153,2025-04-11,Wrong Item,Low,40,6,Current
877,754,6228,2024-03-04,Late Delivery,High,87,4,Current
878,950,4489,2025-11-23,Late Delivery,High,20,9,Future
879,573,627,2025-06-10,Stock Availability,Medium,70,5,Current
880,711,4159,2025-03-25,Wrong Item,Low,24,10,Future
881,729,1658,2025-07-19,Order Status,High,26,7,Future
882,863,7931,2025-04-27,Wrong Item,High,56,3,Current
883,689,9876,2025-09-04,Late Delivery,High,48,3,Current
884,583,4439,2025-09-28,Late Delivery,Medium,88,4,Current
885,601,10343,2025-12-18,Order Status,Low,27,7,Future
886,595,7123,2025-10-16,Late Delivery,Critical,26,7,Current
887,684,8621,2025-03-01,Order Status,Low,18,10,Future
888,869,1720,2025-10-16,Damaged Product,Medium,24,10,Future
889,52,3292,2025-11-21,Wrong Item,Critical,71,7,Current
890,646,11680,2025-07-20,Late Delivery,High,18,3,Current
891,290,2605,2025-05-31,Late Delivery,High,89,7,Current
892,351,7099,2024-11-11,Order Status,Low,26,8,Future
893,557,6174,2024-12-15,Order Status,Medium,36,10,Future
894,411,5340,2025-07-17,Refund Request,Medium,13,8,Future
895,207,1295,2024-06-23,Refund Request,Low,33,7,Current
896,63,1430,2025-11-10,Late Delivery,Critical,37,3,Current
897,509,2236,2025-10-13,Order Status,Medium,25,7,Future
898,654,5135,2025-10-23,Damaged Product,Critical,50,6,Current
899,65,833,2024-11-23,Refund Request,Medium,20,6,Current
900,149,5694,2025-10-29,Late Delivery,Medium,88,7,Current
901,594,2242,2025-12-30,Order Status,Critical,74,5,Current
902,926,7072,2025-03-11,Damaged Product,High,55,5,Current
903,374,4546,2025-10-19,Late Delivery,Critical,89,7,Current
904,310,11436,2025-03-17,Late Delivery,Low,12,8,Future
905,916,1383,2025-11-30,Order Status,Medium,17,8,Future
906,539,1597,2024-12-30,Stock Availability,High,13,8,Future
907,458,1522,2024-10-01,Refund Request,Medium,60,7,Current
908,940,7179,2025-11-03,Wrong Item,Medium,21,7,Future
909,907,5053,2025-01-11,Stock Availability,High,47,7,Current
910,210,6158,2024-09-17,Late Delivery,Medium,37,6,Current
